subject;predicate;object;
iec:wtur5;rdfs:seeAlso;wrot:wtur5wrot3
err:wtur5wrot3rotErr0;ex:Info;minor
err:wtur5turErr0;ex:Info;serious
wrot:wtur5wrot3;wrot:err;err:wtur5wrot3rotErr2
err:wtur5wrot3rotErr2;ex:Info;remark
err:wtur5wrot3rotErr1;ex:Info;minor
wrot:wtur5wrot3;wrot:err;err:wtur5wrot3rotErr1
iec:wtur5;wtur:err;err:wtur5turErr1
err:wtur5turErr3;ex:Info;major
err:wtur5turErr1;ex:Info;fatal
iec:wtur5;wtur:TotWh;668394673
iec:wtur5;wtur:err;err:wtur5turErr0
iec:wtur5;wtur:err;err:wtur5turErr3
iec:wtur5;wtur:err;err:wtur5turErr2
iec:wtur5;wtur:StrCnt;1228573477
err:wtur5turErr2;ex:Info;fatal
wrot:wtur5wrot3;wrot:err;err:wtur5wrot3rotErr0
iec:wtur1;wtur:StopCnt;-1034340423
iec:wtur1;wtur:err;err:wtur1turErr2
iec:wtur1;wtur:err;err:wtur1turErr0
iec:wtur1;wtur:TotWh;-1898492239
iec:wtur1;wtur:err;err:wtur1turErr1
err:wtur1turErr0;ex:Info;fatal
err:wtur1turErr2;ex:Info;fatal
err:wtur1turErr1;ex:Info;remark
err:wtur8turErr2;ex:Info;minor
err:wtur8turErr0;ex:Info;remark
iec:wtur8;wtur:StrCnt;-637553421
iec:wtur8;wtur:err;err:wtur8turErr1
iec:wtur8;wtur:err;err:wtur8turErr2
iec:wtur8;wtur:err;err:wtur8turErr0
err:wtur8turErr1;ex:Info;serious
err:wtur2wrot8rotErr1;ex:Info;major
wrot:wtur2wrot8;wrot:err;err:wtur2wrot8rotErr0
iec:wtur2;wtur:TotWh;658456314
iec:wtur2;rdfs:seeAlso;wrot:wtur2wrot8
wrot:wtur2wrot8;wrot:err;err:wtur2wrot8rotErr2
wrot:wtur2wrot8;wrot:err;err:wtur2wrot8rotErr1
wrot:wtur2wrot8;wrot:RotPos;0.6510802263464409
err:wtur2wrot8rotErr0;ex:Info;minor
iec:wtur2;wtur:StopCnt;489077113
wrot:wtur2wrot8;wrot:RotSpd;-879276616
err:wtur2wrot8rotErr2;ex:Info;minor
err:wtur2turErr3;ex:Info;remark
iec:wtur2;wtur:StrCnt;652311287
err:wtur2turErr0;ex:Info;fatal
err:wtur2turErr2;ex:Info;major
iec:wtur2;wtur:err;err:wtur2turErr3
iec:wtur2;wtur:err;err:wtur2turErr1
iec:wtur2;wtur:err;err:wtur2turErr2
err:wtur2turErr1;ex:Info;minor
iec:wtur2;wtur:TotWh;-43694916
iec:wtur2;wtur:err;err:wtur2turErr0
err:wtur6turErr2;ex:Info;major
err:wtur6turErr3;ex:Info;remark
iec:wtur6;wtur:err;err:wtur6turErr3
wrot:wtur6wrot2;wrot:RotSpd;-1777680428
iec:wtur6;wtur:err;err:wtur6turErr1
iec:wtur6;wtur:StopCnt;1285613689
err:wtur6wrot2rotErr0;ex:Info;fatal
err:wtur6turErr1;ex:Info;major
iec:wtur6;wtur:err;err:wtur6turErr0
wrot:wtur6wrot2;wrot:err;err:wtur6wrot2rotErr2
err:wtur6wrot2rotErr1;ex:Info;serious
iec:wtur6;rdfs:seeAlso;wrot:wtur6wrot2
wrot:wtur6wrot2;wrot:err;err:wtur6wrot2rotErr0
iec:wtur6;wtur:err;err:wtur6turErr2
err:wtur6turErr0;ex:Info;minor
err:wtur6wrot2rotErr2;ex:Info;serious
wrot:wtur6wrot2;wrot:err;err:wtur6wrot2rotErr1
iec:wtur1;wtur:StopCnt;1316656841
wrot:wtur1wrot9;wrot:err;err:wtur1wrot9rotErr2
err:wtur1wrot9rotErr0;ex:Info;remark
err:wtur1wrot9rotErr2;ex:Info;minor
err:wtur1wrot9rotErr1;ex:Info;remark
wrot:wtur1wrot9;wrot:err;err:wtur1wrot9rotErr0
iec:wtur1;rdfs:seeAlso;wrot:wtur1wrot9
wrot:wtur1wrot9;wrot:err;err:wtur1wrot9rotErr1
iec:wtur3;wtur:StopCnt;1017102861
err:wtur7turErr2;ex:Info;minor
iec:wtur7;wtur:StopCnt;-1613344831
iec:wtur7;wtur:err;err:wtur7turErr0
err:wtur7turErr1;ex:Info;remark
iec:wtur7;wtur:TotWh;-1946287120
iec:wtur7;wtur:err;err:wtur7turErr2
err:wtur7turErr0;ex:Info;remark
err:wtur7turErr3;ex:Info;remark
iec:wtur7;wtur:err;err:wtur7turErr3
iec:wtur7;wtur:err;err:wtur7turErr1
iec:wtur8;wtur:StopCnt;-1036278652
iec:wtur8;wtur:StrCnt;-1269992107
iec:wtur8;wtur:TotWh;-1327553598
err:wtur0turErr0;ex:Info;minor
err:wtur0turErr1;ex:Info;remark
iec:wtur0;wtur:err;err:wtur0turErr0
iec:wtur0;rdfs:seeAlso;wrot:wtur0wrot9
err:wtur0wrot9rotErr3;ex:Info;fatal
iec:wtur0;wtur:TotWh;-298875758
err:wtur0turErr3;ex:Info;fatal
wrot:wtur0wrot9;wrot:RotPos;0.5171024605899817
err:wtur0turErr2;ex:Info;serious
err:wtur0wrot9rotErr1;ex:Info;minor
err:wtur0wrot9rotErr0;ex:Info;serious
iec:wtur0;wtur:err;err:wtur0turErr2
wrot:wtur0wrot9;wrot:err;err:wtur0wrot9rotErr3
wrot:wtur0wrot9;wrot:err;err:wtur0wrot9rotErr2
iec:wtur0;wtur:StopCnt;-1088131053
iec:wtur0;wtur:err;err:wtur0turErr3
err:wtur0wrot9rotErr2;ex:Info;serious
iec:wtur0;wtur:err;err:wtur0turErr1
wrot:wtur0wrot9;wrot:err;err:wtur0wrot9rotErr1
wrot:wtur0wrot9;wrot:err;err:wtur0wrot9rotErr0
iec:wtur1;wtur:StopCnt;1364257338
err:wtur1turErr0;ex:Info;major
iec:wtur1;wtur:err;err:wtur1turErr0
iec:wtur8;wtur:err;err:wtur8turErr2
err:wtur8turErr2;ex:Info;minor
err:wtur8turErr1;ex:Info;major
iec:wtur8;wtur:err;err:wtur8turErr1
iec:wtur8;wtur:TotWh;-1769229801
err:wtur8turErr0;ex:Info;remark
iec:wtur8;wtur:err;err:wtur8turErr0
err:wtur5turErr3;ex:Info;minor
wrot:wtur5wrot1;wrot:err;err:wtur5wrot1rotErr0
iec:wtur5;wtur:err;err:wtur5turErr4
err:wtur5turErr1;ex:Info;serious
iec:wtur5;wtur:err;err:wtur5turErr2
iec:wtur5;wtur:StrCnt;-464242021
err:wtur5wrot1rotErr0;ex:Info;fatal
err:wtur5turErr2;ex:Info;major
wrot:wtur5wrot1;wrot:RotSpd;1537560389
iec:wtur5;wtur:StopCnt;-534314560
iec:wtur5;wtur:err;err:wtur5turErr3
iec:wtur5;wtur:err;err:wtur5turErr0
iec:wtur5;wtur:err;err:wtur5turErr1
err:wtur5turErr4;ex:Info;remark
iec:wtur5;rdfs:seeAlso;wrot:wtur5wrot1
err:wtur5turErr0;ex:Info;serious
err:wtur6turErr2;ex:Info;minor
err:wtur6turErr0;ex:Info;remark
err:wtur6turErr3;ex:Info;fatal
err:wtur6turErr1;ex:Info;major
iec:wtur6;wtur:StopCnt;-1196322359
iec:wtur6;wtur:err;err:wtur6turErr0
err:wtur6turErr4;ex:Info;minor
iec:wtur6;wtur:StrCnt;434064163
iec:wtur6;wtur:err;err:wtur6turErr2
iec:wtur6;wtur:err;err:wtur6turErr3
iec:wtur6;wtur:err;err:wtur6turErr4
iec:wtur6;wtur:err;err:wtur6turErr1
iec:wtur1;wtur:err;err:wtur1turErr0
iec:wtur1;wtur:StopCnt;332455072
iec:wtur1;rdfs:seeAlso;wrot:wtur1wrot2
err:wtur1turErr0;ex:Info;major
iec:wtur1;wtur:StrCnt;624452898
iec:wtur1;wtur:TotWh;-872091064
iec:wtur3;wtur:err;err:wtur3turErr1
wrot:wtur3wrot1;wrot:err;err:wtur3wrot1rotErr0
wrot:wtur3wrot1;wrot:err;err:wtur3wrot1rotErr2
iec:wtur3;rdfs:seeAlso;wrot:wtur3wrot1
wrot:wtur3wrot1;wrot:err;err:wtur3wrot1rotErr1
err:wtur3turErr1;ex:Info;serious
wrot:wtur3wrot1;wrot:RotSpd;-782569204
iec:wtur3;wtur:err;err:wtur3turErr0
err:wtur3wrot1rotErr2;ex:Info;remark
err:wtur3wrot1rotErr0;ex:Info;serious
err:wtur3turErr0;ex:Info;major
err:wtur3wrot1rotErr1;ex:Info;major
err:wtur9wrot5rotErr4;ex:Info;serious
wrot:wtur9wrot5;wrot:err;err:wtur9wrot5rotErr4
wrot:wtur9wrot5;wrot:err;err:wtur9wrot5rotErr3
err:wtur9wrot5rotErr2;ex:Info;minor
err:wtur9wrot5rotErr0;ex:Info;major
iec:wtur9;wtur:err;err:wtur9turErr0
err:wtur9wrot5rotErr1;ex:Info;fatal
wrot:wtur9wrot5;wrot:RotPos;0.9560250335111928
iec:wtur9;rdfs:seeAlso;wrot:wtur9wrot5
iec:wtur9;wtur:TotWh;744587633
wrot:wtur9wrot5;wrot:err;err:wtur9wrot5rotErr2
err:wtur9turErr0;ex:Info;minor
err:wtur9wrot5rotErr3;ex:Info;major
wrot:wtur9wrot5;wrot:err;err:wtur9wrot5rotErr1
wrot:wtur9wrot5;wrot:err;err:wtur9wrot5rotErr0
iec:wtur3;wtur:StopCnt;1810979235
iec:wtur3;wtur:StrCnt;-1360386070
iec:wtur3;wtur:err;err:wtur3turErr0
err:wtur3turErr1;ex:Info;minor
iec:wtur3;wtur:err;err:wtur3turErr1
err:wtur3turErr0;ex:Info;minor
iec:wtur3;wtur:TotWh;897715946
err:wtur5turErr2;ex:Info;minor
iec:wtur5;wtur:TotWh;380293162
iec:wtur5;wtur:StopCnt;1750237849
err:wtur5turErr0;ex:Info;minor
iec:wtur5;wtur:err;err:wtur5turErr0
err:wtur5turErr1;ex:Info;serious
err:wtur5turErr3;ex:Info;fatal
iec:wtur5;wtur:StrCnt;1817662669
iec:wtur5;wtur:err;err:wtur5turErr3
iec:wtur5;wtur:err;err:wtur5turErr2
iec:wtur5;wtur:err;err:wtur5turErr1
iec:wtur0;wtur:TotWh;827304015
iec:wtur7;wtur:StrCnt;54684526
err:wtur7turErr0;ex:Info;remark
iec:wtur7;wtur:err;err:wtur7turErr0
iec:wtur7;wtur:err;err:wtur7turErr1
err:wtur7turErr1;ex:Info;serious
iec:wtur2;wtur:err;err:wtur2turErr3
err:wtur2turErr3;ex:Info;minor
iec:wtur2;wtur:err;err:wtur2turErr2
err:wtur2turErr0;ex:Info;minor
err:wtur2turErr2;ex:Info;remark
iec:wtur2;wtur:err;err:wtur2turErr1
err:wtur2turErr1;ex:Info;minor
iec:wtur2;wtur:err;err:wtur2turErr0
err:wtur6turErr0;ex:Info;minor
iec:wtur6;wtur:StopCnt;1557241577
iec:wtur6;wtur:err;err:wtur6turErr3
iec:wtur6;wtur:err;err:wtur6turErr2
err:wtur6turErr3;ex:Info;major
iec:wtur6;wtur:err;err:wtur6turErr0
err:wtur6turErr2;ex:Info;serious
err:wtur6turErr1;ex:Info;major
iec:wtur6;wtur:err;err:wtur6turErr1
iec:wtur3;wtur:StrCnt;-1216786823
iec:wtur3;wtur:err;err:wtur3turErr0
err:wtur3turErr1;ex:Info;remark
err:wtur3turErr0;ex:Info;fatal
iec:wtur3;wtur:err;err:wtur3turErr1
iec:wtur3;wtur:TotWh;-90026286
err:wtur4wrot9rotErr0;ex:Info;serious
err:wtur4turErr0;ex:Info;serious
iec:wtur4;wtur:err;err:wtur4turErr0
iec:wtur4;wtur:err;err:wtur4turErr1
err:wtur4turErr1;ex:Info;minor
wrot:wtur4wrot9;wrot:err;err:wtur4wrot9rotErr0
iec:wtur4;rdfs:seeAlso;wrot:wtur4wrot9
iec:wtur4;wtur:TotWh;-1650930218
iec:wtur4;wtur:StopCnt;-1254437754
err:wtur6wrot4rotErr2;ex:Info;major
err:wtur6wrot4rotErr3;ex:Info;remark
wrot:wtur6wrot4;wrot:err;err:wtur6wrot4rotErr1
err:wtur6turErr0;ex:Info;remark
iec:wtur6;rdfs:seeAlso;wrot:wtur6wrot4
iec:wtur6;wtur:err;err:wtur6turErr0
err:wtur6wrot4rotErr1;ex:Info;serious
err:wtur6wrot4rotErr0;ex:Info;minor
wrot:wtur6wrot4;wrot:err;err:wtur6wrot4rotErr3
wrot:wtur6wrot4;wrot:RotPos;0.46269075583684116
iec:wtur6;wtur:TotWh;-711425769
iec:wtur6;wtur:StopCnt;-629190702
wrot:wtur6wrot4;wrot:err;err:wtur6wrot4rotErr2
wrot:wtur6wrot4;wrot:err;err:wtur6wrot4rotErr4
iec:wtur6;wtur:StrCnt;2026570011
wrot:wtur6wrot4;wrot:err;err:wtur6wrot4rotErr0
err:wtur6wrot4rotErr4;ex:Info;fatal
iec:wtur8;wtur:TotWh;-1154179786
err:wtur8turErr0;ex:Info;minor
iec:wtur8;wtur:StopCnt;-2044841514
iec:wtur8;wtur:err;err:wtur8turErr1
err:wtur8turErr1;ex:Info;serious
iec:wtur8;wtur:err;err:wtur8turErr0
err:wtur8turErr2;ex:Info;minor
iec:wtur8;wtur:err;err:wtur8turErr2
iec:wtur8;wtur:StrCnt;1660085292
err:wtur2wrot3rotErr0;ex:Info;minor
iec:wtur2;wtur:err;err:wtur2turErr0
iec:wtur2;rdfs:seeAlso;wrot:wtur2wrot3
wrot:wtur2wrot3;wrot:err;err:wtur2wrot3rotErr1
wrot:wtur2wrot3;wrot:err;err:wtur2wrot3rotErr0
err:wtur2turErr0;ex:Info;major
err:wtur2wrot3rotErr1;ex:Info;major
iec:wtur2;wtur:StopCnt;327729417
err:wtur6turErr2;ex:Info;minor
err:wtur6turErr1;ex:Info;major
err:wtur6turErr4;ex:Info;major
err:wtur6turErr3;ex:Info;fatal
iec:wtur6;wtur:err;err:wtur6turErr2
iec:wtur6;wtur:TotWh;-104701590
iec:wtur6;wtur:err;err:wtur6turErr3
err:wtur6turErr0;ex:Info;minor
iec:wtur6;wtur:err;err:wtur6turErr0
iec:wtur6;wtur:err;err:wtur6turErr4
iec:wtur6;wtur:err;err:wtur6turErr1
iec:wtur6;wtur:err;err:wtur6turErr0
err:wtur6turErr0;ex:Info;fatal
iec:wtur6;wtur:err;err:wtur6turErr2
err:wtur6turErr2;ex:Info;fatal
err:wtur6turErr1;ex:Info;fatal
err:wtur6turErr3;ex:Info;major
iec:wtur6;wtur:err;err:wtur6turErr1
iec:wtur6;wtur:err;err:wtur6turErr3
iec:wtur6;wtur:StrCnt;-1470158513
err:wtur8wrot9rotErr4;ex:Info;fatal
err:wtur8wrot9rotErr2;ex:Info;remark
wrot:wtur8wrot9;wrot:RotSpd;385856210
err:wtur8turErr0;ex:Info;minor
wrot:wtur8wrot9;wrot:err;err:wtur8wrot9rotErr4
wrot:wtur8wrot9;wrot:RotPos;0.1297555859813242
wrot:wtur8wrot9;wrot:err;err:wtur8wrot9rotErr1
iec:wtur8;wtur:err;err:wtur8turErr0
err:wtur8wrot9rotErr0;ex:Info;minor
err:wtur8wrot9rotErr3;ex:Info;serious
err:wtur8wrot9rotErr1;ex:Info;remark
iec:wtur8;wtur:StrCnt;2105576287
iec:wtur8;wtur:TotWh;1461367425
wrot:wtur8wrot9;wrot:err;err:wtur8wrot9rotErr3
wrot:wtur8wrot9;wrot:err;err:wtur8wrot9rotErr2
wrot:wtur8wrot9;wrot:err;err:wtur8wrot9rotErr0
iec:wtur8;rdfs:seeAlso;wrot:wtur8wrot9
iec:wtur8;wtur:StopCnt;-2089013205
err:wtur1turErr2;ex:Info;fatal
err:wtur1turErr1;ex:Info;serious
iec:wtur1;wtur:err;err:wtur1turErr0
iec:wtur1;wtur:err;err:wtur1turErr2
iec:wtur1;wtur:err;err:wtur1turErr3
iec:wtur1;wtur:err;err:wtur1turErr1
err:wtur1turErr3;ex:Info;major
iec:wtur1;wtur:TotWh;642712969
err:wtur1turErr0;ex:Info;major
wrot:wtur8wrot8;wrot:err;err:wtur8wrot8rotErr3
iec:wtur8;wtur:err;err:wtur8turErr1
err:wtur8wrot8rotErr3;ex:Info;major
iec:wtur8;wtur:StopCnt;693154590
err:wtur8turErr1;ex:Info;minor
wrot:wtur8wrot8;wrot:err;err:wtur8wrot8rotErr1
err:wtur8wrot8rotErr1;ex:Info;major
err:wtur8wrot8rotErr2;ex:Info;minor
iec:wtur8;wtur:StrCnt;1395497427
err:wtur8turErr0;ex:Info;serious
wrot:wtur8wrot8;wrot:err;err:wtur8wrot8rotErr4
err:wtur8wrot8rotErr0;ex:Info;fatal
wrot:wtur8wrot8;wrot:err;err:wtur8wrot8rotErr0
wrot:wtur8wrot8;wrot:err;err:wtur8wrot8rotErr2
iec:wtur8;wtur:err;err:wtur8turErr0
wrot:wtur8wrot8;wrot:RotPos;0.09252961447236763
iec:wtur8;rdfs:seeAlso;wrot:wtur8wrot8
err:wtur8wrot8rotErr4;ex:Info;major
wrot:wtur6wrot2;wrot:err;err:wtur6wrot2rotErr0
wrot:wtur6wrot2;wrot:err;err:wtur6wrot2rotErr1
err:wtur6wrot2rotErr0;ex:Info;major
wrot:wtur6wrot2;wrot:RotSpd;-1926948263
err:wtur6wrot2rotErr1;ex:Info;serious
iec:wtur6;rdfs:seeAlso;wrot:wtur6wrot2
iec:wtur9;wtur:StrCnt;-1798295416
iec:wtur9;wtur:err;err:wtur9turErr2
err:wtur9turErr1;ex:Info;fatal
iec:wtur9;wtur:StopCnt;1618260682
wrot:wtur9wrot9;wrot:err;err:wtur9wrot9rotErr0
iec:wtur9;wtur:TotWh;-259350840
wrot:wtur9wrot9;wrot:RotPos;0.29370350717861526
wrot:wtur9wrot9;wrot:err;err:wtur9wrot9rotErr1
wrot:wtur9wrot9;wrot:err;err:wtur9wrot9rotErr2
iec:wtur9;rdfs:seeAlso;wrot:wtur9wrot9
iec:wtur9;wtur:err;err:wtur9turErr0
err:wtur9turErr2;ex:Info;serious
err:wtur9wrot9rotErr1;ex:Info;fatal
iec:wtur9;wtur:err;err:wtur9turErr1
err:wtur9wrot9rotErr0;ex:Info;major
err:wtur9turErr0;ex:Info;fatal
err:wtur9wrot9rotErr2;ex:Info;remark
iec:wtur9;wtur:err;err:wtur9turErr3
err:wtur9turErr2;ex:Info;minor
iec:wtur9;wtur:err;err:wtur9turErr0
err:wtur9turErr1;ex:Info;remark
iec:wtur9;wtur:TotWh;492684179
err:wtur9turErr0;ex:Info;remark
err:wtur9turErr3;ex:Info;fatal
iec:wtur9;wtur:err;err:wtur9turErr2
iec:wtur9;wtur:err;err:wtur9turErr1
wrot:wtur2wrot3;wrot:err;err:wtur2wrot3rotErr1
wrot:wtur2wrot3;wrot:RotPos;0.1645748871829107
iec:wtur2;wtur:StrCnt;-1840853077
err:wtur2turErr4;ex:Info;remark
iec:wtur2;wtur:err;err:wtur2turErr4
iec:wtur2;wtur:err;err:wtur2turErr3
err:wtur2wrot3rotErr1;ex:Info;minor
iec:wtur2;wtur:err;err:wtur2turErr1
err:wtur2turErr1;ex:Info;remark
iec:wtur2;wtur:err;err:wtur2turErr2
wrot:wtur2wrot3;wrot:err;err:wtur2wrot3rotErr0
iec:wtur2;wtur:StopCnt;1974549805
err:wtur2turErr3;ex:Info;serious
iec:wtur2;wtur:err;err:wtur2turErr0
err:wtur2turErr2;ex:Info;fatal
err:wtur2turErr0;ex:Info;remark
err:wtur2wrot3rotErr0;ex:Info;major
iec:wtur2;rdfs:seeAlso;wrot:wtur2wrot3
iec:wtur7;wtur:TotWh;1696821651
iec:wtur7;wtur:err;err:wtur7turErr0
err:wtur7turErr0;ex:Info;serious
err:wtur7turErr1;ex:Info;serious
iec:wtur7;wtur:err;err:wtur7turErr1
wrot:wtur1wrot3;wrot:err;err:wtur1wrot3rotErr1
err:wtur1turErr1;ex:Info;minor
iec:wtur1;wtur:err;err:wtur1turErr0
err:wtur1wrot3rotErr1;ex:Info;remark
wrot:wtur1wrot3;wrot:err;err:wtur1wrot3rotErr0
err:wtur1wrot3rotErr2;ex:Info;serious
iec:wtur1;rdfs:seeAlso;wrot:wtur1wrot3
wrot:wtur1wrot3;wrot:err;err:wtur1wrot3rotErr2
err:wtur1wrot3rotErr0;ex:Info;serious
iec:wtur1;wtur:err;err:wtur1turErr1
err:wtur1turErr0;ex:Info;fatal
err:wtur4turErr1;ex:Info;remark
iec:wtur4;wtur:StrCnt;1711179967
err:wtur4turErr0;ex:Info;major
iec:wtur4;wtur:err;err:wtur4turErr1
iec:wtur4;wtur:err;err:wtur4turErr0
iec:wtur4;wtur:StopCnt;1771703833
iec:wtur5;wtur:err;err:wtur5turErr2
iec:wtur5;wtur:StrCnt;1621704022
err:wtur5turErr0;ex:Info;serious
iec:wtur5;wtur:err;err:wtur5turErr1
err:wtur5turErr2;ex:Info;serious
iec:wtur5;wtur:StopCnt;-254328132
err:wtur5turErr1;ex:Info;remark
iec:wtur5;wtur:err;err:wtur5turErr0
wrot:wtur9wrot8;wrot:err;err:wtur9wrot8rotErr1
err:wtur9turErr0;ex:Info;major
iec:wtur9;wtur:StrCnt;887959250
err:wtur9wrot8rotErr2;ex:Info;fatal
err:wtur9turErr2;ex:Info;serious
err:wtur9wrot8rotErr0;ex:Info;remark
wrot:wtur9wrot8;wrot:RotPos;0.18917804240269454
wrot:wtur9wrot8;wrot:err;err:wtur9wrot8rotErr3
wrot:wtur9wrot8;wrot:err;err:wtur9wrot8rotErr0
wrot:wtur9wrot8;wrot:RotSpd;1912502266
iec:wtur9;wtur:err;err:wtur9turErr2
iec:wtur9;wtur:TotWh;436993917
err:wtur9wrot8rotErr1;ex:Info;major
wrot:wtur9wrot8;wrot:err;err:wtur9wrot8rotErr2
