timestamp;id;weight0;weight1;weight2;weight3
58;4;33.57;53.05;22.0;51.08
59;4;44.61;18.72;56.69;44.23
60;4;11.42;8.12;56.8;18.52
61;4;12.56;48.07;24.25;12.71
62;4;22.12;57.43;15.5;38.56
63;4;54.34;7.15;47.51;44.83
64;4;9.65;49.34;5.7;59.7
65;4;24.28;35.68;39.94;16.33
66;4;31.53;21.05;44.51;43.17
67;4;10.87;21.44;58.88;24.45
68;4;11.08;44.8;39.97;47.18
69;4;5.11;40.19;41.65;28.12
70;4;8.33;33.95;14.03;19.02
71;4;7.08;42.21;4.59;59.6
72;4;42.13;6.05;23.57;5.74
73;4;30.58;9.98;48.96;45.77
74;4;11.27;55.14;31.02;9.36
75;4;21.39;26.81;12.73;32.47
76;4;37.33;20.25;50.83;47.51
77;4;19.15;10.78;2.33;0.33
78;4;7.02;52.27;13.63;35.22
79;4;8.33;23.79;53.14;35.32
80;4;46.69;56.3;4.21;18.91
81;4;58.23;40.28;2.93;12.54
82;4;16.78;21.59;45.0;48.21
83;4;47.56;55.12;17.06;6.41
84;4;28.96;26.16;51.61;6.69
85;4;23.58;45.49;59.55;15.81
86;4;43.66;38.2;1.61;37.21
87;4;41.18;36.12;38.88;7.41
88;4;40.74;11.43;13.39;52.82
89;4;22.1;52.76;32.65;35.59
90;4;51.02;6.44;46.33;19.06
91;4;9.44;3.17;9.97;32.28
92;4;11.45;25.17;28.88;8.48
93;4;7.92;20.61;45.55;15.21
94;4;21.6;40.6;36.03;3.28
95;4;54.78;19.1;54.66;37.64
96;4;34.19;58.88;32.57;36.94
97;4;41.93;45.27;12.65;58.29
98;4;7.53;5.79;33.79;20.69
99;4;24.25;26.36;18.3;44.58
100;4;2.39;24.85;49.88;55.55
101;4;24.57;48.92;54.8;37.58
102;4;21.23;49.09;35.77;6.11
103;4;40.3;37.9;37.42;42.09
104;4;2.39;43.6;22.6;6.54
105;4;12.1;0.71;31.83;40.23
106;4;37.09;50.95;22.64;44.97
107;4;9.87;35.8;2.06;21.77
108;4;51.83;26.67;33.82;26.96
109;4;6.08;40.49;22.1;59.68
110;4;14.1;6.76;5.63;53.94
111;4;1.94;27.58;40.11;54.23
112;4;53.94;24.55;2.61;7.53
113;4;26.37;55.3;39.22;43.93
114;4;29.29;48.72;37.2;5.53
115;4;23.33;50.37;13.88;16.82
116;4;57.65;49.93;18.18;10.49
117;4;17.36;58.56;35.84;30.29
118;4;12.02;17.89;36.34;6.7
119;4;2.93;32.64;38.64;22.93
120;4;13.59;6.13;23.77;16.44
121;4;37.61;22.0;44.61;36.69
122;4;9.18;56.54;58.39;21.41
123;4;14.3;23.84;13.42;22.74
124;4;15.94;50.77;20.03;50.12
125;4;42.91;30.35;6.15;39.41
126;4;51.19;30.65;19.63;47.18
127;4;46.55;41.63;53.78;45.48
128;4;40.11;44.69;38.12;55.27
129;4;12.56;8.76;34.24;7.32
130;4;8.9;32.74;46.29;55.68
131;4;13.64;46.94;56.81;33.11
132;4;46.35;36.09;32.33;28.36
133;4;29.15;12.93;8.06;22.6
134;4;11.33;14.85;38.32;27.18
135;4;32.06;16.73;48.14;15.61
136;4;59.14;9.95;22.37;21.39
137;4;41.58;31.96;21.52;37.94
138;4;14.28;21.78;37.7;49.12
139;4;36.8;24.47;21.1;57.6
140;4;12.5;12.57;35.25;43.67
141;4;1.56;54.02;39.74;20.23
142;4;49.79;34.61;51.34;28.62
143;4;25.75;58.37;18.05;6.56
144;4;51.1;21.5;56.73;12.49
145;4;43.37;4.65;52.64;30.74
146;4;46.47;54.4;18.68;8.89
147;4;2.41;27.37;3.67;32.49
148;4;57.32;10.57;22.46;22.91
149;4;17.01;7.87;35.63;31.77
150;4;30.68;36.12;13.79;39.77
151;4;6.95;44.78;40.53;9.06
152;4;54.03;0.24;58.67;6.43
153;4;24.75;39.97;47.35;49.79
154;4;18.56;2.88;52.15;52.14
155;4;25.7;59.8;16.66;46.22
156;4;13.42;3.14;42.47;8.69
157;4;10.96;26.08;14.65;5.07
158;4;48.96;10.31;12.03;6.35
159;4;48.95;6.59;35.25;44.36
160;4;1.47;14.86;11.78;36.16
161;4;55.39;49.45;14.55;17.78
162;4;27.2;51.25;0.43;44.67
163;4;7.07;21.26;56.45;39.89
164;4;28.48;19.97;14.9;41.79
165;4;19.72;43.45;3.4;20.61
166;4;9.64;50.61;53.71;17.68
167;4;35.09;36.44;21.37;52.31
168;4;55.33;43.29;29.57;19.64
169;4;17.56;16.34;43.05;27.81
170;4;59.22;40.5;42.76;34.63
171;4;15.52;43.68;8.04;2.8
172;4;5.62;36.36;41.81;58.54
173;4;57.7;58.78;34.29;10.81
174;4;1.79;5.61;52.84;27.86
175;4;49.67;33.54;29.59;34.3
176;4;53.75;49.19;14.23;24.71
177;4;30.86;44.0;7.2;10.19
178;4;13.27;28.78;7.93;41.11
179;4;27.19;3.46;44.5;3.0
180;4;18.75;57.19;14.01;43.29
181;4;9.65;10.78;38.77;34.28
182;4;27.76;46.84;9.85;11.9
183;4;4.03;3.3;28.98;31.39
184;4;54.02;13.39;50.5;9.02
185;4;51.99;59.17;7.58;14.16
186;4;36.41;26.65;41.79;37.83
187;4;38.81;8.64;21.42;52.77
188;4;22.95;35.86;12.38;15.73
189;4;17.89;28.85;55.53;25.14
190;4;47.24;51.43;26.64;16.89
191;4;57.46;11.86;48.99;57.24
192;4;50.37;40.36;34.46;54.93
193;4;29.5;10.37;46.74;24.75
194;4;35.75;47.26;29.8;11.77
195;4;16.26;0.9;26.33;49.19
196;4;59.86;48.27;4.13;33.34
197;4;44.61;38.96;33.6;37.23
198;4;36.42;19.86;36.65;48.13
199;4;33.27;35.76;16.34;46.22
200;4;6.92;59.69;37.32;19.39
201;4;13.48;21.22;19.81;34.47
202;4;45.07;51.59;54.62;36.85
203;4;38.03;32.74;43.13;29.64
204;4;58.02;1.81;34.17;28.77
205;4;49.04;44.44;10.63;23.46
206;4;2.07;28.65;29.9;30.3
207;4;49.74;6.44;26.98;56.36
208;4;25.5;22.53;24.24;38.87
209;4;40.39;18.75;20.21;10.17
210;4;6.42;28.63;28.68;2.56
211;4;33.69;19.48;51.53;22.33
212;4;8.28;19.28;11.37;22.28
213;4;59.76;1.89;6.0;50.02
214;4;10.69;18.1;53.09;23.63
215;4;26.13;49.92;32.99;7.44
216;4;48.53;53.08;8.14;29.24
217;4;32.74;36.81;0.35;54.74
218;4;46.79;30.65;1.69;17.62
219;4;17.44;46.44;21.49;31.87
220;4;34.12;57.88;49.91;49.09
221;4;21.93;11.95;49.08;45.73
222;4;52.65;14.98;44.6;34.98
223;4;43.69;21.3;24.55;34.0
224;4;56.93;15.04;38.52;40.69
225;4;13.88;54.32;47.31;43.95
226;4;49.69;43.36;3.22;48.62
227;4;36.56;30.95;42.64;39.73
228;4;57.07;23.17;45.55;41.82
229;4;19.49;45.19;42.31;46.25
230;4;41.24;10.24;44.58;24.09
231;4;1.63;14.43;46.85;13.34
232;4;42.93;53.08;25.24;27.6
233;4;37.7;28.68;13.49;58.2
234;4;21.75;51.15;20.28;53.7
235;4;14.96;59.49;48.71;19.8
236;4;17.05;18.05;46.97;27.87
237;4;32.49;42.92;59.48;33.39
238;4;6.88;31.78;0.03;44.66
239;4;8.14;46.44;52.05;8.58
240;4;57.97;9.3;57.36;53.51
241;4;13.41;4.09;2.35;49.27
242;4;54.43;57.33;49.85;11.18
243;4;31.6;19.76;37.0;28.93
244;4;47.77;6.69;42.04;41.84
245;4;9.26;33.05;58.88;29.39
246;4;6.17;52.1;4.82;40.54
247;4;6.36;57.38;6.16;6.67
248;4;35.6;54.69;16.92;30.94
249;4;25.3;54.87;29.03;2.17
250;4;0.53;59.28;46.47;23.21
251;4;14.06;27.78;2.76;12.44
252;4;7.04;33.53;59.18;52.93
253;4;13.7;20.92;31.44;26.17
254;4;46.06;31.04;14.76;16.86
255;4;15.41;44.76;11.05;31.44
256;4;49.3;15.62;47.78;16.34
257;4;7.43;3.83;56.09;51.83
258;4;5.89;38.73;4.74;14.44
259;4;46.99;29.97;8.67;44.66
260;4;42.24;37.22;43.64;27.34
261;4;27.49;15.12;44.0;49.66
262;4;22.93;33.49;57.68;46.19
263;4;26.36;33.18;21.3;31.59
264;4;45.37;35.28;19.4;40.01
265;4;33.45;55.58;44.16;14.96
266;4;35.99;26.93;56.95;45.65
267;4;35.61;20.25;29.24;44.42
268;4;30.59;39.6;48.79;5.64
269;4;7.4;8.38;57.42;59.02
270;4;36.75;2.14;38.44;49.7
271;4;33.22;58.89;56.21;23.74
272;4;10.84;50.14;25.65;10.93
273;4;21.27;4.91;17.63;16.76
274;4;17.56;4.9;45.59;42.45
275;4;44.26;32.11;50.26;45.65
276;4;54.59;49.65;22.47;15.24
277;4;17.45;33.36;59.78;40.94
278;4;0.17;25.13;39.06;13.3
279;4;18.98;49.41;6.69;10.47
280;4;36.26;1.45;58.65;56.75
281;4;52.85;20.07;25.34;52.75
282;4;55.21;58.6;10.94;18.85
283;4;49.8;25.73;3.23;2.83
284;4;52.36;42.5;28.27;57.73
285;4;16.23;53.53;34.61;58.94
286;4;42.65;18.82;33.71;38.82
287;4;16.55;18.09;57.2;33.32
288;4;33.65;1.67;57.54;38.63
289;4;48.96;1.18;56.27;45.49
290;4;3.03;9.21;33.6;15.99
291;4;10.19;30.04;14.82;31.56
292;4;23.02;13.31;1.84;51.32
293;4;19.11;48.96;4.0;17.62
294;4;29.6;25.48;38.8;50.1
295;4;4.79;33.73;42.67;0.82
296;4;9.33;35.95;32.32;41.17
297;4;58.89;33.52;30.19;36.42
298;4;11.27;18.27;32.06;55.75
299;4;7.94;59.84;11.23;4.08
300;4;7.05;46.32;2.21;28.22
301;4;35.49;57.22;26.83;41.92
302;4;56.48;46.0;38.05;54.23
303;4;59.5;25.14;20.49;11.56
304;4;51.79;38.58;22.64;37.28
305;4;25.21;15.87;43.4;32.6
306;4;7.89;7.96;55.26;49.42
307;4;48.64;47.85;57.72;59.8
308;4;21.68;38.77;58.1;47.05
309;4;21.04;49.17;31.96;31.45
310;4;57.92;7.63;42.53;57.62
311;4;39.41;20.74;17.37;32.15
312;4;34.59;44.49;11.59;48.15
313;4;43.51;23.89;29.35;48.48
314;4;35.22;56.26;50.16;21.36
315;4;54.43;31.86;52.97;50.82
316;4;11.25;39.86;29.22;0.26
317;4;24.97;59.82;26.39;9.73
318;4;31.86;46.67;45.71;57.21
319;4;7.18;43.16;31.31;10.31
320;4;54.19;55.66;34.56;18.09
321;4;37.17;28.42;34.37;42.72
322;4;1.57;27.23;4.28;47.6
323;4;52.48;56.73;38.54;22.45
324;4;52.58;4.75;22.56;36.49
325;4;52.26;34.19;18.45;8.47
326;4;38.64;26.19;53.54;46.58
327;4;5.41;18.82;48.55;2.83
328;4;42.87;42.66;3.02;4.44
329;4;47.08;48.83;28.33;49.92
330;4;47.86;56.14;43.26;29.58
331;4;18.55;31.58;43.32;48.76
332;4;35.35;43.49;43.75;38.03
333;4;0.89;48.09;15.97;26.86
334;4;35.16;28.76;9.5;37.15
335;4;27.6;2.54;15.47;18.69
336;4;56.54;21.02;23.31;22.49
337;4;56.39;21.38;30.35;27.41
338;4;29.24;29.76;3.43;22.71
339;4;35.4;21.81;2.91;23.11
340;4;17.45;25.0;23.32;13.16
341;4;34.13;4.05;39.5;5.85
342;4;23.98;24.14;34.67;34.27
343;4;4.2;57.08;5.55;56.98
344;4;37.68;22.78;10.47;25.4
345;4;10.28;42.53;9.45;17.06
346;4;31.71;41.55;39.37;40.1
347;4;46.38;16.23;54.14;3.62
348;4;55.39;36.05;38.03;23.6
349;4;7.74;2.07;30.46;57.38
350;4;37.42;32.02;22.76;28.45
351;4;43.53;27.79;41.27;40.03
352;4;13.15;22.92;37.06;19.06
353;4;30.66;27.3;40.25;22.0
354;4;3.71;21.85;46.45;51.17
355;4;43.84;9.1;4.41;33.78
356;4;49.62;15.18;7.18;6.9
357;4;52.24;5.5;14.35;48.75
358;4;16.72;59.73;30.2;1.42
359;4;27.86;52.16;51.09;1.34
360;4;7.1;0.81;36.95;12.0
361;4;45.96;42.6;53.65;18.47
362;4;2.8;43.13;58.4;55.29
363;4;32.68;37.28;16.2;37.91
364;4;24.95;1.71;3.9;33.82
365;4;30.15;1.9;38.91;41.8
366;4;6.15;54.92;21.16;7.38
367;4;4.36;4.43;21.35;48.7
368;4;28.84;16.7;4.12;40.32
369;4;35.87;55.58;22.52;42.52
370;4;37.24;40.19;59.89;50.48
371;4;8.82;52.29;46.44;31.74
372;4;5.88;39.7;41.48;40.76
373;4;28.24;58.85;7.3;27.26
374;4;2.13;53.33;47.66;29.08
375;4;51.07;35.16;43.2;42.15
376;4;15.66;3.18;26.49;27.58
377;4;51.06;56.95;42.39;51.83
378;4;42.62;25.36;54.04;17.02
379;4;12.73;47.4;20.99;47.89
380;4;27.01;36.87;54.69;57.17
381;4;24.78;34.78;6.32;33.96
382;4;57.31;41.46;24.59;29.0
383;4;37.98;45.83;14.57;7.02
384;4;30.79;51.63;34.73;19.69
385;4;7.93;19.35;7.11;42.5
386;4;53.47;18.76;25.01;36.13
387;4;17.87;19.71;24.08;16.43
388;4;38.38;58.63;16.03;27.89
389;4;51.77;24.86;49.55;13.18
390;4;39.77;14.33;59.79;15.49
391;4;2.94;18.47;17.06;22.0
392;4;56.18;53.7;46.04;14.82
393;4;38.4;50.66;19.54;0.79
394;4;29.92;53.46;35.58;3.6
395;4;14.24;7.26;22.67;20.39
396;4;5.85;36.99;7.11;10.64
397;4;12.2;41.79;15.57;37.88
398;4;7.09;48.12;19.08;3.95
399;4;2.7;0.15;47.9;2.11
400;4;40.45;17.77;2.99;48.31
401;4;14.61;22.36;37.27;49.92
402;4;59.27;15.72;39.64;18.45
403;4;46.85;21.11;25.99;26.3
404;4;26.47;34.56;4.91;28.36
405;4;52.29;11.64;21.12;36.98
406;4;55.45;27.99;6.36;52.94
407;4;38.91;42.68;6.88;36.77
408;4;21.69;40.42;47.31;52.57
409;4;48.66;52.86;13.25;11.85
410;4;32.65;40.22;9.85;6.6
411;4;29.21;52.43;19.88;49.71
412;4;38.87;43.51;43.12;56.65
413;4;48.74;24.75;29.3;24.67
414;4;3.83;50.69;18.62;15.39
415;4;59.07;37.13;58.28;22.78
416;4;25.39;52.88;28.71;31.95
417;4;47.41;45.84;51.49;4.05
418;4;56.63;20.26;20.07;19.5
419;4;51.86;34.61;36.27;35.71
420;4;28.61;39.5;28.42;26.12
421;4;10.97;1.48;12.71;44.65
422;4;53.03;2.34;36.05;24.69
423;4;32.59;43.45;47.8;32.41
424;4;37.27;2.5;48.69;12.71
425;4;2.16;23.59;37.78;31.26
426;4;39.81;32.95;43.06;7.77
427;4;45.8;0.3;57.63;54.49
428;4;8.55;50.69;51.81;19.85
429;4;18.39;33.14;11.72;9.4
430;4;19.88;51.13;7.06;35.89
431;4;41.76;35.04;14.5;36.38
432;4;51.18;49.24;59.31;7.85
433;4;53.46;55.37;5.32;12.31
434;4;14.5;59.48;2.91;29.91
435;4;1.08;13.55;56.35;31.82
436;4;14.23;1.69;54.9;5.77
437;4;52.59;17.76;27.57;34.52
438;4;26.32;15.03;28.36;41.8
439;4;27.71;18.36;57.73;1.9
440;4;11.94;57.1;17.06;57.06
441;4;30.8;20.71;35.44;1.86
442;4;53.3;20.28;22.69;55.89
443;4;20.22;56.88;49.22;34.59
444;4;54.25;52.51;51.24;4.06
445;4;24.65;30.96;50.58;7.95
446;4;3.51;4.5;59.99;4.22
447;4;31.47;47.51;39.07;5.71
448;4;13.26;0.59;51.64;41.61
449;4;27.39;47.78;53.27;7.19
450;4;20.73;5.27;26.97;25.83
451;4;26.71;53.36;46.84;31.39
452;4;15.6;52.55;2.62;29.55
453;4;57.36;51.8;43.36;14.24
454;4;50.98;0.23;15.43;40.02
455;4;29.92;13.81;19.25;2.08
456;4;30.56;26.24;49.75;54.24
457;4;29.9;6.72;58.43;59.97
458;4;59.85;39.07;19.36;43.64
459;4;28.57;23.73;18.05;27.96
460;4;4.11;29.54;10.38;49.11
461;4;2.45;3.6;58.96;53.88
462;4;30.73;45.81;46.6;22.32
463;4;26.78;50.43;50.1;25.87
464;4;28.85;48.97;33.92;4.09
465;4;43.19;37.99;10.7;3.06
466;4;13.88;41.2;15.13;45.71
467;4;36.77;18.44;49.41;37.76
468;4;39.72;33.52;41.69;14.11
469;4;52.86;49.77;14.07;17.55
470;4;16.36;35.48;3.97;36.66
471;4;38.67;51.9;41.47;50.54
472;4;25.63;23.68;16.33;16.56
473;4;50.08;15.7;30.73;12.27
474;4;2.83;41.3;48.69;24.5
475;4;58.77;4.79;39.55;7.5
476;4;6.94;55.8;30.91;27.73
477;4;49.97;4.7;17.2;35.37
478;4;37.2;56.86;51.56;12.12
479;4;36.03;48.8;3.18;41.16
480;4;48.75;51.6;47.59;8.24
481;4;46.09;45.93;15.67;53.12
482;4;55.12;49.35;16.23;27.24
483;4;47.01;9.01;8.69;57.64
484;4;40.17;22.93;55.87;47.45
485;4;5.86;19.53;51.85;1.22
486;4;17.4;28.6;37.08;27.5
487;4;19.16;57.27;1.92;22.48
488;4;49.27;21.81;40.55;56.84
489;4;29.17;20.12;49.94;12.66
490;4;54.19;0.9;13.2;49.59
491;4;42.4;33.32;3.01;17.96
492;4;24.08;45.65;49.17;22.41
493;4;40.54;23.05;34.73;12.01
494;4;30.09;13.16;16.91;32.43
495;4;49.19;3.64;13.24;41.92
496;4;9.31;47.73;29.15;6.02
497;4;4.46;23.36;50.82;26.22
498;4;0.12;17.24;26.94;4.23
499;4;32.81;48.05;14.12;58.03
500;4;9.0;22.89;4.5;45.79
501;4;34.22;17.5;8.91;41.92
502;4;26.49;4.5;16.2;3.59
503;4;54.11;24.01;28.43;27.61
504;4;4.99;18.51;22.17;45.37
505;4;4.03;37.76;29.21;39.17
506;4;46.28;20.66;4.17;4.59
507;4;6.57;58.71;33.48;12.81
508;4;41.28;40.67;17.97;42.28
509;4;14.53;29.45;52.0;51.72
510;4;59.99;30.8;43.91;55.81
511;4;9.74;58.83;56.46;21.42
512;4;44.23;5.57;52.1;45.24
513;4;1.64;20.79;5.26;43.74
514;4;10.91;24.66;53.62;3.43
515;4;20.99;8.1;1.84;43.08
516;4;8.64;6.15;44.36;10.42
517;4;18.78;15.59;19.38;53.05
518;4;45.35;32.15;2.89;28.22
519;4;15.72;2.52;20.95;6.99
520;4;39.65;24.01;58.88;46.71
521;4;22.46;58.59;59.07;30.78
522;4;43.76;19.12;3.52;46.56
523;4;45.82;53.38;13.65;51.09
524;4;40.57;16.51;28.5;40.02
525;4;31.21;23.61;22.31;7.64
526;4;12.73;53.3;34.93;45.44
527;4;26.54;48.01;32.08;52.76
528;4;36.46;49.11;28.77;46.45
529;4;27.85;54.35;36.41;16.52
530;4;47.74;50.57;54.21;1.45
531;4;1.76;18.18;56.54;10.97
532;4;23.69;22.99;51.52;44.57
533;4;55.2;8.01;21.2;41.67
534;4;16.9;31.36;40.79;13.71
535;4;17.5;26.38;13.51;49.96
536;4;35.29;47.8;28.11;36.62
537;4;55.07;31.6;49.33;24.35
538;4;15.47;17.38;5.67;20.88
539;4;53.96;59.67;5.71;14.33
540;4;32.13;49.79;12.2;48.66
541;4;20.6;20.98;33.7;14.97
542;4;1.28;18.51;55.32;32.04
543;4;45.73;21.43;4.34;5.7
544;4;10.09;25.06;12.19;59.8
545;4;12.05;32.62;31.92;21.64
546;4;20.98;19.98;0.1;1.62
547;4;20.52;30.67;53.38;30.77
548;4;52.89;8.08;43.26;10.34
549;4;5.86;58.19;57.98;5.34
550;4;37.14;59.73;37.44;38.34
551;4;26.17;39.25;56.03;50.95
552;4;0.99;25.47;8.99;38.88
553;4;27.13;31.72;30.94;51.46
554;4;46.28;6.06;19.46;18.06
555;4;55.99;56.7;13.23;43.39
556;4;26.2;4.96;42.65;18.54
557;4;55.39;39.66;10.82;27.84
558;4;37.66;25.48;35.29;10.65
559;4;2.56;52.84;24.33;43.57
560;4;42.19;29.63;18.02;41.96
561;4;33.82;43.58;31.52;19.39
562;4;3.0;30.8;58.02;50.88
563;4;29.82;48.13;19.82;19.34
564;4;20.92;7.38;59.89;25.49
565;4;11.73;45.61;40.89;9.03
566;4;27.05;59.46;6.19;3.21
567;4;13.49;1.71;36.22;26.39
568;4;44.8;45.62;44.14;22.23
569;4;30.5;6.65;37.87;35.28
570;4;9.0;52.09;9.95;30.67
571;4;59.93;7.23;43.04;15.33
572;4;4.89;1.18;37.39;14.11
573;4;22.81;27.28;16.83;16.25
574;4;4.73;21.3;11.79;17.63
575;4;33.31;46.4;11.85;40.15
576;4;54.74;35.49;26.34;52.93
577;4;55.23;41.42;48.9;50.07
578;4;20.01;40.73;51.87;16.62
579;4;41.14;50.25;17.52;58.18
580;4;50.31;44.99;46.69;0.4
581;4;44.23;12.75;50.52;21.93
582;4;4.41;24.28;8.05;9.08
583;4;48.2;58.15;41.46;11.59
584;4;45.58;36.71;21.6;37.18
585;4;55.45;3.79;48.99;47.5
586;4;16.23;45.65;20.38;30.15
587;4;28.73;24.56;47.09;40.32
588;4;14.12;39.21;59.86;50.87
589;4;16.46;27.83;15.23;42.85
590;4;48.18;28.04;10.36;27.41
591;4;27.12;23.47;57.32;16.49
592;4;26.45;58.63;43.62;32.96
593;4;12.74;13.44;13.58;10.93
594;4;23.96;34.14;4.66;23.59
595;4;36.85;40.67;24.2;50.34
596;4;13.33;50.02;35.72;14.9
597;4;57.13;31.87;38.78;54.4
598;4;55.7;46.31;33.57;13.31
599;4;27.84;43.68;0.66;17.62
600;4;44.86;53.94;36.69;52.94
601;4;22.56;37.09;49.94;25.11
602;4;32.24;47.03;53.98;43.78
603;4;32.12;59.4;44.35;58.49
604;4;15.45;48.26;21.24;52.19
605;4;8.23;48.59;51.77;39.9
606;4;8.28;9.58;47.04;29.47
607;4;17.91;49.56;3.6;37.85
608;4;24.65;25.18;44.49;59.43
609;4;29.02;26.92;12.79;32.98
610;4;44.43;8.94;20.32;50.77
611;4;2.03;33.88;55.52;37.24
612;4;43.83;23.49;27.75;35.13
613;4;18.4;11.95;10.73;54.81
614;4;8.01;2.89;4.72;26.7
615;4;10.67;10.93;46.13;48.13
616;4;38.76;26.13;33.89;34.26
617;4;54.6;13.88;35.01;27.39
618;4;24.86;33.47;15.88;51.46
619;4;38.51;6.74;2.65;36.79
620;4;38.0;52.87;42.34;46.22
621;4;0.16;46.97;16.32;6.08
622;4;51.87;38.49;10.21;45.13
623;4;36.24;41.19;47.95;50.55
624;4;57.19;58.35;33.73;3.68
625;4;24.89;36.02;53.33;17.92
626;4;40.46;23.44;45.64;8.23
627;4;16.37;42.09;46.99;35.6
628;4;29.12;25.2;54.09;50.46
629;4;2.13;45.57;26.51;46.39
630;4;0.87;23.54;16.79;10.33
631;4;7.5;36.98;35.48;56.31
632;4;9.81;42.58;48.69;18.3
633;4;28.37;21.84;9.01;12.67
634;4;57.34;6.08;14.95;2.63
635;4;6.84;52.72;20.6;45.92
636;4;30.28;39.81;35.46;2.75
637;4;56.31;37.41;4.74;23.43
638;4;44.15;42.9;22.5;24.49
639;4;21.15;52.73;23.8;18.82
640;4;44.28;45.27;48.05;27.94
641;4;51.14;48.62;3.49;15.0
642;4;52.46;3.25;52.07;54.0
643;4;46.03;2.09;35.77;54.29
644;4;1.89;40.58;58.5;30.33
645;4;40.33;35.73;23.16;24.16
646;4;38.12;56.76;40.21;12.52
647;4;13.61;30.25;33.5;21.69
648;4;18.88;39.98;29.51;11.55
649;4;26.65;15.78;49.13;35.31
650;4;20.22;36.68;5.73;13.15
651;4;38.47;1.51;29.43;37.13
652;4;12.07;4.9;6.27;30.11
653;4;34.65;18.21;20.75;34.14
654;4;0.59;33.41;22.64;43.27
655;4;32.09;23.32;2.71;1.73
656;4;30.4;43.88;38.01;2.14
657;4;20.45;53.21;14.86;57.85
658;4;54.1;28.15;37.68;10.98
659;4;35.54;2.16;42.61;51.21
660;4;52.0;27.61;19.04;1.14
661;4;34.87;42.78;56.54;31.76
662;4;19.85;36.93;42.46;5.62
663;4;40.56;17.3;13.98;27.05
664;4;57.02;29.23;19.52;6.66
665;4;9.97;44.58;6.86;22.48
666;4;23.23;14.72;30.25;22.17
667;4;49.04;42.21;34.87;39.18
668;4;46.33;59.96;55.7;31.99
669;4;38.91;18.47;37.81;37.53
670;4;58.82;29.92;7.33;19.69
671;4;40.76;3.71;56.22;50.01
672;4;36.15;29.81;49.88;0.87
673;4;39.22;5.75;44.27;1.44
674;4;44.11;18.95;28.95;43.78
675;4;59.63;28.91;13.71;10.13
676;4;58.46;23.63;9.97;3.13
677;4;29.33;31.26;3.2;58.36
678;4;14.18;51.2;49.95;22.94
679;4;28.16;9.8;41.65;35.31
680;4;17.33;22.39;38.57;59.32
681;4;28.57;58.04;49.83;31.12
682;4;7.14;54.1;39.95;48.97
683;4;40.37;15.66;59.04;55.12
684;4;31.04;59.63;21.78;24.37
685;4;30.49;24.9;0.99;46.83
686;4;30.47;48.53;33.14;31.36
687;4;23.0;23.16;17.71;42.96
688;4;30.11;3.22;47.54;20.18
689;4;19.49;56.59;35.6;18.87
690;4;18.26;24.37;22.71;15.61
691;4;55.17;14.16;2.57;17.65
692;4;21.22;12.29;23.58;47.23
693;4;0.88;36.79;42.21;55.48
694;4;49.22;26.34;29.88;55.6
695;4;56.26;51.32;34.01;26.37
696;4;26.88;19.47;25.02;5.17
697;4;14.27;13.74;3.66;24.74
