timestamp;id;weight0;weight1;weight2;weight3
111;8;13.74;2.91;1.69;12.84
112;8;29.18;28.0;38.34;45.52
113;8;3.76;3.54;54.21;45.75
114;8;45.58;14.49;56.2;23.89
115;8;1.55;39.83;37.77;2.23
116;8;45.31;33.45;45.28;9.03
117;8;7.7;25.38;23.06;36.88
118;8;55.5;8.92;29.18;45.03
119;8;29.51;49.27;12.6;6.69
120;8;20.4;56.74;33.46;30.55
121;8;10.24;31.56;50.81;0.77
122;8;58.56;28.58;36.81;41.54
123;8;44.9;7.61;22.87;41.35
124;8;14.84;10.35;1.32;47.52
125;8;12.95;16.08;16.8;4.31
126;8;25.13;37.1;23.37;17.25
127;8;53.09;20.03;37.33;42.65
128;8;46.23;1.51;1.7;44.55
129;8;20.33;5.81;35.9;11.17
130;8;38.89;28.05;33.92;20.23
131;8;40.61;59.33;35.48;5.87
132;8;46.68;40.07;8.27;11.0
133;8;33.28;54.36;24.47;6.24
134;8;28.26;21.64;51.78;1.06
135;8;46.5;42.38;28.37;44.03
136;8;36.04;31.63;31.57;7.49
137;8;25.98;48.71;3.49;56.59
138;8;28.77;1.76;40.62;35.04
139;8;52.13;34.4;51.5;38.38
140;8;0.89;25.96;34.6;11.39
141;8;56.02;18.6;28.81;38.9
142;8;46.32;3.17;41.12;38.53
143;8;19.24;10.94;39.89;50.33
144;8;49.46;30.51;38.06;51.35
145;8;57.98;18.6;18.4;23.42
146;8;31.17;19.05;52.27;29.1
147;8;46.51;47.58;35.15;24.82
148;8;32.35;19.32;25.24;0.71
149;8;10.34;32.94;46.86;24.32
150;8;52.97;58.6;27.26;59.77
151;8;14.3;7.39;34.75;15.28
152;8;39.2;47.07;36.41;20.02
153;8;25.71;53.1;56.91;46.65
154;8;46.47;25.05;14.02;37.25
155;8;7.92;16.1;53.38;59.97
156;8;1.09;18.35;2.94;58.45
157;8;34.49;58.08;38.08;39.64
158;8;58.22;43.8;50.28;54.07
159;8;49.14;15.03;6.38;39.86
160;8;48.94;42.24;10.93;4.22
161;8;51.83;47.46;42.45;26.62
162;8;4.08;10.84;23.38;4.76
163;8;6.12;41.73;45.32;28.01
164;8;37.66;22.08;4.52;34.0
165;8;38.02;37.14;7.56;21.34
166;8;47.56;11.37;4.53;16.03
167;8;11.69;8.36;55.71;20.35
168;8;6.21;10.44;38.78;51.35
169;8;42.11;47.86;16.33;0.81
170;8;9.07;18.68;7.81;40.88
171;8;39.97;27.85;26.72;38.05
172;8;43.52;39.4;32.21;44.03
173;8;59.06;56.47;4.22;24.58
174;8;56.03;43.27;43.69;26.75
175;8;51.36;57.71;3.15;31.31
176;8;10.24;55.99;8.85;10.44
177;8;50.1;59.81;23.37;50.6
178;8;3.78;42.21;17.22;27.59
179;8;15.92;31.61;9.37;34.64
180;8;46.4;52.96;19.98;24.91
181;8;36.54;41.53;13.96;17.42
182;8;17.41;38.65;40.81;49.97
183;8;25.03;28.77;35.48;3.65
184;8;34.85;4.64;15.49;52.05
185;8;56.92;51.43;12.59;43.05
186;8;44.43;1.69;51.59;23.17
187;8;41.5;30.94;55.52;23.3
188;8;30.67;58.19;54.79;20.09
189;8;17.46;7.7;47.86;50.12
190;8;48.29;56.44;23.41;43.22
191;8;38.01;17.25;47.8;17.65
192;8;6.31;49.98;47.38;3.16
193;8;5.99;31.81;52.93;47.7
194;8;52.77;34.22;23.46;20.93
195;8;13.85;6.69;47.35;11.07
196;8;22.71;57.24;12.96;2.55
197;8;19.1;26.15;5.36;19.43
198;8;27.22;13.16;23.48;23.95
199;8;40.11;18.41;20.47;10.97
200;8;16.2;34.94;51.27;17.05
201;8;32.78;24.39;23.89;48.31
202;8;2.68;18.9;35.56;22.79
203;8;3.17;39.69;11.38;21.99
204;8;11.3;7.92;51.42;12.13
205;8;26.31;24.63;32.46;47.84
206;8;28.82;55.58;2.6;30.75
207;8;36.57;31.69;51.02;41.69
208;8;9.33;8.23;10.88;58.25
209;8;49.58;55.22;41.25;29.69
210;8;1.8;17.1;13.33;7.98
211;8;51.23;2.87;37.9;7.68
212;8;2.95;27.71;34.08;8.01
213;8;3.73;23.36;54.88;37.88
214;8;52.91;48.49;31.97;39.4
215;8;14.07;0.26;41.11;26.33
216;8;26.54;15.83;40.62;2.41
217;8;5.19;36.39;57.72;19.41
218;8;28.15;7.67;12.47;36.67
219;8;44.9;48.33;35.42;12.83
220;8;32.34;12.71;53.09;36.04
221;8;43.03;25.85;46.25;21.39
222;8;8.61;37.34;7.44;14.11
223;8;1.77;5.67;58.46;32.89
224;8;42.62;27.44;14.46;51.21
225;8;39.71;24.29;18.64;24.64
226;8;41.74;57.13;1.53;8.64
227;8;24.59;29.42;40.09;55.76
228;8;7.59;51.58;5.17;51.19
229;8;45.16;44.74;11.31;43.79
230;8;13.47;6.0;39.62;33.65
231;8;27.23;57.38;53.76;48.87
232;8;59.19;57.93;49.7;22.27
233;8;54.27;13.0;32.69;43.88
234;8;51.21;24.89;19.44;36.92
235;8;27.8;17.86;0.13;23.9
236;8;50.75;14.53;22.91;54.95
237;8;17.64;22.62;44.06;3.38
238;8;47.63;9.5;18.92;12.48
239;8;27.48;17.36;12.63;4.3
240;8;32.52;3.86;45.81;34.03
241;8;15.81;42.61;17.51;33.77
242;8;15.43;3.48;48.08;56.44
243;8;7.57;55.81;55.29;4.37
244;8;13.06;57.3;21.1;7.71
245;8;26.74;7.91;40.99;45.58
246;8;42.86;21.68;35.58;36.9
247;8;14.98;19.72;2.55;49.75
248;8;56.44;34.87;18.2;5.68
249;8;36.75;22.58;20.46;10.86
250;8;0.14;53.76;19.84;47.69
251;8;6.01;42.96;51.27;29.46
252;8;25.4;0.08;37.99;56.18
253;8;44.75;45.69;29.21;12.24
254;8;46.76;37.96;34.78;56.24
255;8;18.6;5.27;54.78;9.38
256;8;20.22;40.19;27.07;12.05
257;8;49.82;50.03;14.23;48.36
258;8;49.57;15.13;20.19;35.36
259;8;42.78;58.61;29.11;17.22
260;8;43.62;41.51;51.68;55.78
261;8;52.24;23.49;29.69;45.9
262;8;41.84;13.02;26.66;8.99
263;8;39.65;51.1;1.28;48.97
264;8;1.39;50.1;1.2;53.5
265;8;37.76;23.16;7.57;47.97
266;8;13.05;50.74;25.2;42.01
267;8;18.59;38.8;9.71;26.9
268;8;8.93;47.62;51.33;8.04
269;8;35.31;12.21;55.39;9.09
270;8;19.65;53.54;11.39;23.94
271;8;22.88;55.19;46.72;38.92
272;8;13.67;12.4;56.75;20.86
273;8;38.06;49.5;50.98;6.61
274;8;46.62;7.72;14.16;56.72
275;8;53.7;8.36;33.19;49.56
276;8;23.27;55.83;3.54;33.04
277;8;57.8;21.89;4.48;58.58
278;8;9.9;25.9;39.22;36.36
279;8;22.43;35.99;35.29;12.3
280;8;9.8;3.86;51.08;35.26
281;8;42.74;29.33;17.35;58.2
282;8;49.69;52.38;37.06;18.72
283;8;1.39;28.01;33.35;53.54
284;8;59.67;13.88;13.64;56.75
285;8;48.58;12.61;48.52;34.65
286;8;4.59;18.89;45.57;19.13
287;8;22.86;27.02;52.76;37.87
288;8;19.45;36.69;51.55;23.14
289;8;33.06;33.95;57.67;50.48
290;8;16.62;0.43;57.24;56.08
291;8;56.51;36.45;27.12;45.02
292;8;47.61;13.81;21.99;53.48
293;8;23.76;40.25;15.61;5.42
294;8;17.1;41.44;1.04;48.89
295;8;15.16;46.44;23.33;48.12
296;8;2.03;59.99;39.35;26.04
297;8;29.31;39.08;51.74;36.74
298;8;43.37;42.19;48.85;19.32
299;8;58.92;7.46;18.96;23.55
300;8;33.44;0.92;55.29;3.27
301;8;23.97;57.43;48.64;46.06
302;8;36.37;35.34;16.51;27.21
303;8;27.7;21.66;41.58;42.26
304;8;14.64;36.25;48.29;45.59
305;8;35.51;33.17;33.8;2.63
306;8;49.11;42.83;49.49;50.09
307;8;12.02;1.97;40.31;12.54
308;8;55.69;37.76;12.9;44.29
309;8;6.56;29.27;18.4;33.13
310;8;55.97;22.93;43.18;16.75
311;8;52.27;28.92;59.43;4.3
312;8;34.86;32.8;18.58;23.35
313;8;59.17;20.72;33.24;27.92
314;8;52.84;57.55;47.74;24.83
315;8;16.24;55.18;24.05;44.82
316;8;35.49;43.03;8.13;40.25
317;8;52.89;4.25;31.8;53.8
318;8;58.21;29.81;7.63;52.37
319;8;45.06;7.88;8.04;16.03
320;8;38.7;28.26;25.72;15.76
321;8;26.06;40.68;50.31;43.27
322;8;45.0;21.81;5.7;33.38
323;8;37.52;18.62;53.88;43.18
324;8;41.92;25.63;4.57;2.76
325;8;50.57;20.1;55.06;50.18
326;8;13.34;22.62;21.89;27.33
327;8;2.65;31.22;54.78;25.09
328;8;33.39;34.01;44.22;24.0
329;8;9.93;19.73;46.73;22.02
330;8;54.13;56.56;16.57;32.69
331;8;50.82;17.25;28.79;15.84
332;8;32.37;33.56;7.38;48.81
333;8;50.69;24.54;31.88;18.55
334;8;13.57;41.66;8.47;14.41
335;8;53.01;49.22;35.13;47.95
336;8;45.33;50.66;26.46;18.92
337;8;57.25;0.63;11.47;6.99
338;8;48.43;8.42;57.2;55.42
339;8;18.62;21.56;2.5;27.04
340;8;27.93;57.92;29.62;13.11
341;8;40.04;51.23;16.62;43.67
342;8;2.26;48.68;0.45;2.08
343;8;21.5;9.33;39.62;27.99
344;8;2.9;39.54;56.49;40.96
345;8;27.0;25.6;41.36;32.2
346;8;32.44;24.92;55.67;13.63
347;8;4.42;34.64;57.84;2.54
348;8;3.76;11.84;13.52;35.51
349;8;28.45;50.53;22.52;48.05
350;8;58.04;29.56;36.53;5.63
351;8;31.86;50.82;55.8;8.46
352;8;54.37;29.1;38.84;14.99
353;8;45.36;34.63;16.79;59.7
354;8;38.63;4.72;33.81;57.4
355;8;1.2;54.3;16.27;30.13
356;8;34.44;24.5;6.84;23.41
357;8;30.91;35.36;4.81;36.21
358;8;33.88;52.03;11.07;13.37
359;8;42.21;54.29;45.1;20.6
360;8;0.75;56.45;2.3;0.28
361;8;15.49;18.79;12.42;51.32
362;8;14.04;22.81;24.78;48.52
363;8;14.97;50.12;2.24;15.2
364;8;34.38;30.03;54.14;29.16
365;8;4.93;2.07;38.98;53.99
366;8;51.26;38.39;19.18;7.72
367;8;56.06;46.33;34.85;46.57
368;8;3.66;3.76;58.78;35.34
369;8;42.27;8.65;2.83;55.47
370;8;21.85;50.72;5.64;9.11
371;8;43.22;15.56;2.64;11.22
372;8;53.14;31.53;43.11;42.43
373;8;42.71;46.25;33.88;42.81
374;8;49.28;33.21;56.75;1.41
375;8;48.26;19.08;45.15;57.55
376;8;48.23;49.78;17.07;57.9
377;8;32.05;17.53;3.23;8.88
378;8;38.09;51.76;24.89;45.28
379;8;8.44;35.08;41.28;25.32
380;8;45.86;19.99;45.84;37.69
381;8;38.41;13.56;59.99;8.91
382;8;8.75;6.07;35.52;28.61
383;8;26.06;4.79;30.83;6.71
384;8;20.92;56.27;31.67;19.73
385;8;27.38;59.92;45.13;33.42
386;8;3.19;31.2;45.02;45.81
387;8;6.61;6.17;8.24;18.75
388;8;18.57;28.31;15.21;36.52
389;8;30.42;5.61;32.52;27.72
390;8;11.36;29.27;53.15;31.1
391;8;45.06;45.48;18.37;17.3
392;8;42.44;49.47;6.6;16.6
393;8;16.77;4.73;47.02;27.85
394;8;8.6;41.52;40.12;55.75
395;8;30.71;36.48;44.39;42.48
396;8;8.62;20.19;36.09;5.09
397;8;18.57;0.77;9.67;23.03
398;8;13.78;50.51;18.26;59.38
399;8;0.22;57.46;17.84;45.63
400;8;35.6;56.56;34.23;13.15
401;8;59.44;43.74;0.05;54.58
402;8;18.46;22.61;48.36;5.12
403;8;9.18;15.91;40.76;27.68
404;8;19.99;34.16;51.75;6.49
405;8;36.39;30.01;25.73;41.34
406;8;56.76;40.66;10.5;8.89
407;8;31.86;10.98;9.87;39.1
408;8;28.17;17.15;9.02;2.81
409;8;5.06;34.84;48.76;21.53
410;8;26.2;16.96;59.62;52.54
411;8;39.45;43.67;53.0;11.24
412;8;33.73;42.53;25.09;8.22
413;8;58.36;7.74;59.35;1.13
414;8;9.29;36.41;55.6;31.09
415;8;46.63;4.75;7.51;49.25
416;8;50.79;9.72;36.4;2.69
417;8;8.47;0.44;46.68;38.78
418;8;46.12;39.92;38.0;43.87
419;8;36.44;30.41;10.83;16.36
420;8;33.26;5.31;55.02;4.49
421;8;42.15;57.68;16.67;57.09
422;8;47.68;18.06;35.43;59.68
423;8;33.58;55.61;13.21;59.77
424;8;49.8;13.1;16.56;3.51
425;8;39.48;40.74;27.08;10.47
426;8;0.09;24.9;19.42;5.91
427;8;56.02;35.27;42.44;7.99
428;8;44.79;59.26;27.69;33.71
429;8;45.88;13.65;29.51;19.46
430;8;9.72;42.17;33.07;11.69
431;8;35.04;23.06;50.77;9.56
432;8;55.1;42.92;23.23;54.45
433;8;7.57;22.16;28.65;21.51
434;8;39.1;23.55;44.13;54.99
435;8;33.53;18.01;33.93;43.43
436;8;12.69;1.77;2.88;30.85
437;8;0.34;15.46;48.57;48.26
438;8;23.77;29.31;32.86;3.69
439;8;12.73;28.86;32.22;10.68
440;8;3.1;3.08;37.53;3.11
441;8;21.67;0.6;56.15;19.34
442;8;39.91;1.03;44.32;20.67
443;8;17.29;26.07;43.76;17.82
444;8;49.82;49.86;15.23;54.85
445;8;36.26;39.7;51.6;42.59
446;8;12.9;46.76;55.45;42.89
447;8;28.69;51.65;59.81;41.48
448;8;54.49;32.24;56.72;30.38
449;8;4.87;59.82;56.11;50.79
450;8;16.68;6.18;46.63;44.38
451;8;57.05;36.67;12.19;24.68
452;8;42.96;54.16;10.61;51.02
453;8;46.54;45.63;26.58;4.91
454;8;54.01;6.23;7.89;33.33
455;8;21.28;16.52;22.89;14.53
456;8;27.2;25.24;38.1;0.34
457;8;44.19;44.76;27.51;33.77
458;8;7.57;56.77;29.75;53.05
459;8;47.55;53.9;25.68;11.43
460;8;53.12;47.86;37.4;48.43
461;8;43.53;15.97;29.93;0.29
462;8;31.94;36.59;28.64;37.01
463;8;16.21;19.57;49.9;39.74
464;8;44.19;9.59;37.71;25.17
465;8;35.34;29.91;27.49;24.1
466;8;36.39;39.67;36.95;27.8
467;8;6.96;40.79;56.34;49.93
468;8;10.96;30.67;32.81;12.37
469;8;51.2;12.79;19.65;10.73
470;8;28.6;31.56;7.67;10.07
471;8;52.5;27.55;15.24;42.29
472;8;56.39;56.93;4.24;25.06
473;8;2.43;22.62;11.98;17.25
474;8;29.18;46.11;3.66;47.55
475;8;10.41;46.46;16.38;21.99
476;8;27.13;7.78;44.17;11.66
477;8;12.49;8.31;3.55;44.39
478;8;7.09;52.41;21.5;33.9
479;8;3.49;12.44;21.28;55.75
480;8;40.54;29.52;7.76;23.11
481;8;12.72;41.44;51.45;5.16
482;8;45.87;1.89;20.01;47.71
483;8;18.45;48.13;7.54;39.9
484;8;57.67;43.86;45.26;41.12
485;8;11.45;30.76;22.41;19.92
486;8;50.81;25.75;3.27;21.33
487;8;12.86;41.01;55.23;50.03
488;8;32.05;1.66;3.58;35.23
489;8;46.42;29.48;21.53;47.99
490;8;46.88;32.56;8.38;13.82
491;8;20.6;48.27;45.47;41.99
492;8;4.35;31.96;7.61;38.98
493;8;30.59;25.22;28.15;25.69
494;8;17.6;56.15;27.76;37.76
495;8;45.57;19.43;21.07;14.47
496;8;52.89;36.18;31.03;35.02
497;8;1.35;22.75;28.74;0.9
498;8;34.74;3.67;16.02;10.19
499;8;13.8;6.67;39.26;3.09
500;8;10.05;17.56;46.8;39.21
501;8;23.03;29.44;17.04;54.09
502;8;48.86;33.92;11.53;37.34
503;8;53.91;52.87;26.56;55.83
504;8;54.47;35.9;7.27;53.7
505;8;12.78;33.46;11.15;35.83
506;8;30.73;35.95;42.52;43.56
507;8;55.92;27.5;25.78;40.13
508;8;49.16;57.46;43.8;39.01
509;8;59.82;4.7;57.87;50.8
510;8;13.64;37.81;27.88;34.07
511;8;38.47;40.06;25.09;31.32
512;8;55.48;30.11;16.12;55.03
513;8;8.08;8.42;14.07;38.28
514;8;6.49;15.59;2.43;1.77
515;8;34.28;21.45;59.18;52.64
516;8;12.91;33.77;1.22;1.14
517;8;12.13;41.66;35.15;39.08
518;8;47.81;32.69;36.98;48.02
519;8;4.14;2.92;12.64;36.65
520;8;54.78;56.01;11.86;5.15
521;8;56.54;42.34;0.72;39.07
522;8;10.62;19.36;2.81;27.39
523;8;49.1;42.82;55.29;38.23
524;8;49.75;22.91;54.69;51.37
525;8;28.55;41.15;7.26;19.03
526;8;28.13;2.33;50.91;6.42
527;8;51.11;11.1;59.74;9.01
528;8;19.27;55.18;18.01;17.54
529;8;14.1;6.16;37.96;1.15
530;8;10.33;34.9;35.75;6.36
531;8;32.02;41.54;11.05;3.22
532;8;20.76;19.51;19.11;30.86
533;8;7.28;10.09;39.66;1.89
534;8;21.41;37.06;13.7;19.86
535;8;0.87;1.63;58.39;5.16
536;8;6.77;25.07;41.19;32.9
537;8;23.07;30.43;16.91;41.37
538;8;48.07;55.93;46.0;31.68
539;8;39.62;50.34;58.97;8.06
540;8;49.96;35.42;29.98;23.58
541;8;43.44;12.24;53.08;59.27
542;8;28.63;16.49;56.41;13.4
543;8;57.18;33.45;23.95;14.42
544;8;3.88;5.43;59.87;54.06
545;8;6.88;43.63;48.67;7.2
546;8;53.1;12.42;13.44;42.05
547;8;21.86;26.79;56.54;47.92
548;8;9.72;33.66;59.72;58.68
549;8;51.23;14.1;46.66;27.51
550;8;44.02;27.27;47.18;32.78
551;8;42.11;17.05;52.14;26.7
552;8;18.84;19.8;28.24;35.86
553;8;19.87;45.5;35.0;28.62
554;8;28.17;15.83;50.73;15.51
555;8;25.65;10.43;30.68;8.21
556;8;41.14;57.42;48.98;7.94
557;8;1.28;45.76;36.2;6.86
558;8;9.22;15.74;56.28;25.51
559;8;26.99;59.01;50.94;55.52
560;8;9.41;31.95;14.97;30.08
561;8;11.99;35.38;34.01;4.76
562;8;11.11;19.34;35.79;58.07
563;8;53.27;54.81;37.15;55.09
564;8;9.39;13.93;52.91;38.11
565;8;52.81;16.66;7.28;35.83
566;8;22.41;55.71;56.2;57.05
567;8;18.44;41.64;27.53;56.06
568;8;5.78;37.39;57.04;45.33
569;8;28.54;15.58;40.83;5.81
570;8;51.45;33.04;39.4;27.44
571;8;55.9;54.63;35.03;21.01
572;8;54.09;13.56;42.52;58.37
573;8;40.92;26.53;3.5;20.45
574;8;22.39;31.12;56.67;1.97
575;8;19.36;57.55;30.2;38.18
576;8;8.35;49.77;28.54;41.96
577;8;4.98;9.69;23.29;29.7
578;8;22.05;54.16;47.77;11.6
579;8;2.16;7.8;16.09;5.23
580;8;14.69;3.65;20.94;22.71
581;8;58.82;31.16;49.61;38.51
582;8;27.72;53.79;14.72;30.08
583;8;44.91;19.21;45.33;14.44
584;8;20.72;42.41;4.5;1.94
585;8;56.6;35.9;32.62;13.93
586;8;45.72;12.29;0.06;42.48
587;8;21.51;52.52;29.28;29.37
588;8;10.85;17.57;34.78;7.33
589;8;35.07;3.27;29.72;58.9
590;8;30.87;56.11;59.8;27.63
591;8;33.5;3.59;29.29;23.11
592;8;37.44;24.72;39.66;13.78
593;8;3.31;35.42;29.12;42.33
594;8;36.83;29.56;20.96;4.65
595;8;22.82;39.4;40.12;7.89
596;8;17.78;18.66;20.39;3.04
597;8;45.88;48.34;0.5;35.83
598;8;27.28;58.78;13.75;53.4
599;8;12.85;11.72;15.38;46.25
600;8;46.97;13.68;22.33;12.46
601;8;49.37;55.72;22.85;26.81
602;8;37.95;35.9;8.26;38.91
603;8;47.87;18.54;45.17;33.66
604;8;56.64;59.16;25.21;22.67
605;8;42.25;55.45;39.33;18.14
606;8;59.54;33.5;5.91;29.88
607;8;40.88;43.28;55.76;2.68
608;8;49.52;20.3;23.13;14.27
609;8;38.14;28.94;49.32;4.21
610;8;31.47;59.23;15.38;0.99
611;8;39.78;21.62;21.44;18.49
612;8;39.91;34.21;24.03;43.47
613;8;12.34;23.13;47.51;33.58
614;8;36.49;20.71;23.19;49.43
615;8;41.82;6.21;58.41;56.04
616;8;29.92;51.11;58.87;6.76
617;8;41.84;45.22;40.16;28.01
618;8;6.19;50.67;48.94;15.18
619;8;46.57;38.97;10.83;8.61
620;8;51.72;50.84;50.36;24.51
621;8;38.61;40.18;48.43;48.06
622;8;47.32;22.28;15.09;35.44
623;8;17.11;1.27;59.01;37.82
624;8;5.48;4.58;51.32;33.61
625;8;6.27;40.99;8.82;15.12
626;8;38.98;24.78;1.35;22.97
627;8;19.63;11.69;39.58;35.25
628;8;43.29;31.85;42.68;59.08
629;8;10.14;41.54;20.75;59.95
630;8;30.72;29.25;13.77;18.44
631;8;31.44;21.65;27.93;25.37
632;8;28.89;2.63;41.02;54.59
633;8;10.58;42.38;11.22;27.69
634;8;31.39;34.75;18.32;6.75
635;8;47.23;18.71;52.66;40.13
636;8;23.24;54.86;5.79;2.1
637;8;9.82;59.1;46.6;29.36
638;8;58.98;4.52;29.14;7.31
639;8;33.78;27.57;52.14;34.92
640;8;26.05;17.05;56.09;0.37
641;8;2.0;3.51;1.48;29.85
642;8;1.24;42.62;41.43;48.41
643;8;2.99;58.91;43.25;56.03
644;8;23.0;46.23;7.1;12.52
645;8;56.67;7.55;54.74;2.39
646;8;37.16;0.59;18.87;55.39
647;8;53.29;35.84;52.14;29.64
648;8;8.99;51.02;56.06;22.52
649;8;25.59;19.86;2.58;19.51
650;8;29.31;44.51;25.72;43.01
651;8;49.39;28.19;17.16;42.25
652;8;17.15;30.04;7.93;30.72
653;8;42.98;25.22;58.78;10.45
654;8;17.11;52.23;53.49;41.63
655;8;50.4;44.47;53.88;2.64
656;8;3.72;35.51;10.63;38.34
657;8;48.99;16.58;52.02;55.12
658;8;40.87;30.82;52.23;27.47
659;8;16.29;11.57;32.24;35.22
660;8;38.82;32.05;9.86;50.92
661;8;46.66;49.94;50.32;44.48
662;8;46.71;24.27;16.42;6.79
663;8;22.75;32.25;55.75;15.01
664;8;53.07;40.8;53.55;10.8
665;8;42.16;51.86;42.56;57.46
666;8;22.37;21.44;35.52;44.14
667;8;54.38;50.27;12.86;13.96
668;8;10.04;58.68;35.97;48.56
669;8;58.42;9.83;27.16;44.3
670;8;33.89;14.23;39.05;24.52
671;8;6.22;33.35;30.43;8.84
672;8;54.61;22.93;51.36;3.43
673;8;12.13;35.25;57.85;46.43
674;8;13.07;55.98;46.31;19.55
675;8;43.71;43.8;59.29;20.63
676;8;7.13;30.92;7.22;42.72
677;8;24.06;29.21;36.49;22.81
678;8;45.84;50.11;50.77;27.6
679;8;30.91;46.91;1.9;55.27
680;8;33.5;5.13;27.23;10.22
681;8;52.76;1.0;3.13;32.78
682;8;51.57;18.99;48.96;17.97
683;8;37.18;27.07;52.16;56.07
684;8;1.05;33.38;53.71;53.55
685;8;21.67;49.36;53.05;25.34
686;8;23.06;43.05;4.07;8.99
687;8;32.14;21.62;17.32;17.46
688;8;10.35;34.34;59.77;40.54
689;8;49.46;36.42;30.95;44.96
690;8;17.55;20.14;14.08;30.13
691;8;59.03;42.45;51.93;50.31
692;8;32.79;38.2;1.0;14.59
693;8;33.9;4.43;52.32;43.86
694;8;48.5;55.07;54.56;58.09
695;8;16.44;35.31;14.0;8.69
696;8;4.11;32.64;16.83;39.0
697;8;58.95;45.2;21.8;50.81
