timestamp;id;weight0;weight1;weight2;weight3
74;10;18.31;22.83;59.24;7.54
75;10;4.08;31.09;10.23;26.55
76;10;46.01;13.66;32.16;37.55
77;10;32.85;44.78;3.3;7.35
78;10;56.71;35.45;54.66;47.91
79;10;27.38;36.08;3.08;33.35
80;10;25.07;6.79;44.0;55.77
81;10;47.93;11.81;9.47;46.16
82;10;6.4;40.76;15.84;53.73
83;10;14.74;42.24;17.45;10.47
84;10;49.76;55.06;45.99;48.88
85;10;8.84;58.96;10.0;48.05
86;10;42.68;0.15;36.78;17.69
87;10;3.94;37.57;37.09;31.32
88;10;20.3;2.59;4.66;7.69
89;10;49.69;49.67;24.69;14.66
90;10;46.61;35.61;0.37;31.85
91;10;21.6;43.83;52.82;16.94
92;10;50.57;4.08;48.31;16.39
93;10;47.8;10.1;56.59;23.68
94;10;14.78;5.99;26.54;17.98
95;10;37.83;57.65;19.19;11.97
96;10;29.55;7.48;23.81;41.16
97;10;53.83;10.27;0.92;56.84
98;10;39.93;43.58;45.21;1.84
99;10;39.25;59.21;23.11;52.11
100;10;28.63;31.86;52.97;37.7
101;10;15.28;7.98;21.05;34.35
102;10;12.44;40.85;23.67;1.44
103;10;10.42;58.84;34.72;13.1
104;10;24.83;10.62;18.62;47.69
105;10;23.24;45.42;41.61;25.87
106;10;32.72;37.44;38.7;39.34
107;10;33.6;31.23;50.24;11.16
108;10;49.79;9.76;50.2;14.37
109;10;32.67;48.54;8.7;7.95
110;10;4.41;37.42;43.22;8.84
111;10;56.84;7.38;57.01;4.93
112;10;14.67;11.54;58.99;6.99
113;10;45.88;39.12;47.25;37.94
114;10;58.43;6.74;17.64;24.29
115;10;20.47;54.37;30.65;8.87
116;10;20.93;13.3;32.98;44.3
117;10;9.45;9.67;5.4;34.43
118;10;37.94;20.92;55.67;25.23
119;10;11.93;52.76;54.27;48.17
120;10;46.92;51.53;41.31;26.98
121;10;54.53;30.9;36.07;34.08
122;10;54.14;53.02;54.91;44.63
123;10;58.99;21.81;49.82;5.13
124;10;0.35;1.17;38.33;49.12
125;10;30.41;22.09;25.65;55.08
126;10;42.87;31.77;1.94;31.08
127;10;11.26;2.38;51.56;47.03
128;10;46.65;20.14;37.28;38.62
129;10;41.54;54.13;59.71;16.93
130;10;32.21;20.03;42.01;34.93
131;10;20.16;7.55;31.62;45.48
132;10;43.12;49.16;23.6;16.6
133;10;37.89;15.21;35.89;46.83
134;10;10.76;3.37;3.46;8.46
135;10;27.13;11.07;27.69;57.26
136;10;29.03;16.66;57.76;45.82
137;10;48.6;49.41;13.89;2.49
138;10;26.92;38.98;26.59;30.02
139;10;30.32;3.43;2.8;36.63
140;10;1.47;59.14;57.83;18.04
141;10;9.08;57.9;12.57;41.47
142;10;8.98;14.76;47.27;22.15
143;10;19.55;25.74;7.2;9.16
144;10;27.18;6.54;11.52;30.39
145;10;51.43;32.89;4.12;46.94
146;10;56.05;8.69;25.05;13.69
147;10;29.67;31.29;12.39;16.98
148;10;0.13;23.02;47.98;0.7
149;10;28.2;54.39;15.41;39.98
150;10;29.89;18.37;46.01;15.86
151;10;42.26;24.93;47.24;45.61
152;10;35.06;32.87;39.07;51.88
153;10;39.57;39.59;6.38;48.38
154;10;37.55;50.85;30.07;22.32
155;10;5.72;30.05;6.17;22.16
156;10;26.75;1.71;20.32;15.17
157;10;13.8;55.09;35.57;1.81
158;10;34.91;2.69;33.04;43.28
159;10;3.69;33.43;59.53;35.11
160;10;25.33;22.87;21.49;2.52
161;10;51.13;21.77;22.78;43.63
162;10;21.1;20.22;33.19;23.51
163;10;1.84;57.75;16.05;25.54
164;10;17.23;59.09;56.7;37.8
165;10;0.97;42.44;38.79;29.09
166;10;13.68;50.06;12.46;34.34
167;10;43.01;31.84;7.32;59.81
168;10;42.22;29.35;4.21;37.12
169;10;42.5;2.23;12.26;40.01
170;10;14.8;49.86;2.33;49.76
171;10;20.72;28.7;4.54;13.79
172;10;16.11;31.0;5.82;48.07
173;10;18.59;31.71;23.64;26.0
174;10;58.14;49.3;4.19;56.3
175;10;21.05;1.19;57.26;18.51
176;10;9.43;7.12;35.83;57.96
177;10;13.11;2.71;16.29;42.1
178;10;6.74;31.31;54.41;47.12
179;10;2.86;5.53;24.21;17.37
180;10;51.93;29.13;49.64;1.04
181;10;41.59;6.91;34.65;32.98
182;10;31.68;23.49;44.01;49.91
183;10;46.38;42.49;26.38;24.72
184;10;32.94;24.55;21.94;54.7
185;10;25.22;47.17;59.52;33.53
186;10;1.63;9.84;42.86;38.85
187;10;0.12;26.3;32.05;36.07
188;10;27.6;0.09;24.57;54.7
189;10;18.21;51.56;10.51;36.03
190;10;33.26;52.65;18.62;0.57
191;10;56.24;31.35;44.03;39.66
192;10;58.93;9.94;13.91;39.28
193;10;58.58;0.16;5.49;33.74
194;10;12.46;54.66;0.18;4.03
195;10;4.15;6.58;18.97;39.56
196;10;45.8;19.27;17.88;32.4
197;10;32.21;14.57;7.27;30.99
198;10;36.51;31.47;55.74;4.48
199;10;12.57;7.59;28.78;0.3
200;10;26.67;53.04;32.68;55.82
201;10;0.27;20.17;27.3;49.78
202;10;7.05;24.12;55.53;11.27
203;10;29.92;16.55;34.19;42.88
204;10;29.31;59.9;18.95;40.27
205;10;0.12;31.08;16.51;42.82
206;10;23.88;42.0;29.11;49.8
207;10;53.02;39.78;20.37;22.39
208;10;36.3;1.51;27.65;25.53
209;10;9.37;7.92;13.29;43.09
210;10;49.73;5.91;7.27;7.31
211;10;34.22;33.08;44.71;17.0
212;10;16.41;16.93;5.57;19.58
213;10;43.52;38.26;38.52;39.86
214;10;15.75;21.41;38.57;52.79
215;10;56.88;44.84;46.66;18.51
216;10;51.82;32.37;30.38;26.61
217;10;56.75;29.78;7.75;31.24
218;10;37.96;52.34;50.49;40.73
219;10;29.14;6.82;49.72;54.33
220;10;51.24;46.06;45.31;34.16
221;10;36.25;26.22;50.48;43.12
222;10;54.53;44.67;5.15;28.97
223;10;6.15;42.68;5.53;51.02
224;10;38.87;38.47;23.47;49.13
225;10;19.79;36.03;6.56;24.74
226;10;53.91;50.48;19.65;20.52
227;10;30.58;4.29;30.04;9.24
228;10;29.18;17.67;51.77;32.83
229;10;6.7;3.77;49.67;10.57
230;10;23.82;22.27;1.07;39.28
231;10;1.51;5.72;41.83;40.19
232;10;57.63;49.97;4.37;4.99
233;10;32.17;14.24;7.92;38.83
234;10;11.11;27.41;26.03;29.84
235;10;21.73;4.99;32.54;53.6
236;10;37.19;5.79;35.9;46.76
237;10;14.98;39.33;51.61;36.39
238;10;22.48;12.93;54.85;31.21
239;10;53.3;23.53;39.34;27.13
240;10;10.71;10.77;4.14;52.74
241;10;8.54;37.62;18.0;0.21
242;10;36.06;50.44;30.37;54.56
243;10;51.57;13.45;29.6;47.32
244;10;49.22;12.08;12.35;41.89
245;10;45.26;16.72;43.29;25.25
246;10;33.82;11.35;31.34;54.95
247;10;7.52;2.4;27.64;31.91
248;10;6.0;50.01;1.29;37.55
249;10;24.36;28.32;11.64;28.86
250;10;24.88;22.32;30.42;27.01
251;10;48.4;6.36;33.54;3.84
252;10;56.58;4.76;40.72;26.34
253;10;32.95;6.02;11.33;41.63
254;10;29.65;50.88;6.8;14.6
255;10;26.86;39.94;4.12;46.52
256;10;14.54;48.51;30.61;26.11
257;10;50.55;15.82;28.03;14.8
258;10;54.87;31.42;23.45;4.55
259;10;8.28;14.63;46.01;30.71
260;10;33.27;32.63;41.9;52.81
261;10;26.94;49.43;45.16;14.04
262;10;29.45;21.26;58.93;34.25
263;10;6.64;34.63;10.84;42.89
264;10;23.41;0.26;6.92;16.46
265;10;3.33;50.23;41.39;49.86
266;10;31.22;57.02;43.86;3.3
267;10;18.57;40.5;22.49;45.06
268;10;36.39;53.98;49.37;55.97
269;10;6.92;22.05;35.2;54.34
270;10;54.48;41.31;11.96;59.16
271;10;25.88;30.49;46.53;56.0
272;10;23.58;28.86;43.95;23.0
273;10;48.87;10.63;26.64;34.48
274;10;8.52;49.46;35.71;26.72
275;10;56.4;49.63;31.68;44.16
276;10;21.5;20.59;55.53;4.86
277;10;15.54;47.8;46.07;11.97
278;10;36.87;6.68;36.67;11.92
279;10;33.2;36.58;53.47;41.82
280;10;12.79;59.0;8.07;56.3
281;10;23.14;28.45;40.14;19.46
282;10;47.49;25.35;40.29;49.31
283;10;42.17;38.16;9.94;30.95
284;10;33.0;36.67;52.97;10.33
285;10;5.72;30.18;44.76;3.29
286;10;43.8;52.56;5.49;23.61
287;10;27.92;41.66;39.46;50.37
288;10;13.41;42.92;47.18;58.04
289;10;6.55;25.76;15.29;22.76
290;10;26.54;57.86;38.68;15.26
291;10;28.07;54.85;10.72;14.55
292;10;49.48;52.86;30.82;27.38
293;10;2.84;38.19;3.78;55.81
294;10;36.56;11.35;2.54;19.93
295;10;15.96;43.74;34.74;53.76
296;10;45.35;21.87;54.46;30.93
297;10;13.79;48.65;53.29;41.27
298;10;8.38;41.85;49.3;32.06
299;10;41.56;58.1;49.03;25.81
300;10;24.09;55.15;46.0;52.63
301;10;42.05;47.08;19.4;7.49
302;10;4.7;25.44;8.69;42.34
303;10;40.91;34.67;3.91;29.2
304;10;53.87;22.59;47.18;3.57
305;10;58.51;15.54;8.77;17.57
306;10;21.69;14.13;0.47;39.2
307;10;3.83;28.13;20.82;27.81
308;10;59.95;28.87;9.62;36.68
309;10;0.45;54.28;24.81;21.0
310;10;55.19;34.87;21.6;44.27
311;10;49.99;59.77;12.89;57.04
312;10;32.52;28.76;20.57;10.41
313;10;53.09;20.54;50.5;1.76
314;10;37.72;8.67;37.98;31.82
315;10;23.37;33.99;57.45;21.41
316;10;0.47;57.67;28.19;51.5
317;10;44.4;30.16;58.28;33.01
318;10;36.44;0.07;10.82;2.22
319;10;15.05;52.37;50.83;13.76
320;10;40.94;27.46;56.54;26.58
321;10;23.4;51.79;37.07;28.15
322;10;21.87;46.79;7.64;59.33
323;10;44.4;15.68;55.1;45.77
324;10;54.76;17.45;40.01;52.88
325;10;11.7;3.95;6.38;58.46
326;10;17.53;19.59;7.81;41.92
327;10;8.58;43.43;47.07;0.07
328;10;57.78;10.67;27.55;37.85
329;10;38.51;24.77;47.57;7.13
330;10;0.39;22.42;32.82;59.06
331;10;50.42;1.27;59.24;13.86
332;10;57.99;5.35;6.4;17.8
333;10;8.9;44.49;22.15;29.86
334;10;2.26;42.77;31.02;39.5
335;10;54.68;26.11;23.04;3.87
336;10;28.57;51.67;35.42;5.51
337;10;35.49;10.68;27.28;51.88
338;10;21.93;22.28;27.06;4.98
339;10;42.65;38.93;4.01;43.01
340;10;6.75;3.7;58.09;36.83
341;10;3.5;16.16;58.27;11.52
342;10;18.3;17.51;25.93;17.64
343;10;55.08;15.38;19.22;58.31
344;10;48.56;36.58;25.09;26.28
345;10;19.11;59.75;48.33;40.19
346;10;14.22;1.09;1.57;11.27
347;10;33.56;24.06;6.7;20.45
348;10;9.43;38.99;56.47;1.56
349;10;31.22;9.65;15.27;8.89
350;10;41.31;52.93;0.14;16.69
351;10;30.14;2.6;37.07;54.79
352;10;20.63;10.77;13.47;27.19
353;10;36.58;39.62;45.43;31.2
354;10;15.61;11.82;27.83;31.01
355;10;55.38;21.38;17.17;23.8
356;10;11.59;55.85;9.93;26.96
357;10;58.23;7.84;24.68;32.76
358;10;54.05;57.13;53.38;40.89
359;10;14.8;45.11;55.94;51.03
360;10;48.1;0.36;33.26;15.52
361;10;47.34;28.6;46.51;37.21
362;10;1.81;30.87;35.12;49.84
363;10;3.57;2.0;22.28;36.6
364;10;16.33;46.0;25.13;48.83
365;10;38.41;46.61;27.25;58.63
366;10;0.52;49.88;2.64;19.44
367;10;29.65;10.81;5.06;54.08
368;10;2.69;28.65;31.69;43.67
369;10;47.78;4.12;58.41;50.46
370;10;27.38;38.31;43.1;54.59
371;10;35.29;15.52;25.3;38.9
372;10;19.66;12.2;33.38;36.15
373;10;45.59;30.72;26.1;0.9
374;10;55.04;10.33;42.14;22.71
375;10;6.85;57.79;50.38;58.31
376;10;7.32;27.61;24.42;9.08
377;10;30.99;25.96;27.59;24.85
378;10;22.45;53.07;49.36;16.95
379;10;22.98;17.13;40.4;52.69
380;10;20.89;7.24;11.86;38.53
381;10;0.81;44.61;54.94;2.21
382;10;6.44;39.76;38.47;13.37
383;10;31.2;48.85;56.62;38.48
384;10;34.0;4.35;24.27;9.13
385;10;21.5;14.68;55.79;52.8
386;10;24.29;3.18;51.99;12.12
387;10;42.78;9.68;42.04;22.5
388;10;47.96;7.9;40.0;8.59
389;10;14.52;18.25;41.21;17.67
390;10;37.1;59.26;40.6;32.56
391;10;56.06;1.16;24.09;17.79
392;10;56.72;42.55;45.08;51.03
393;10;5.02;24.91;30.71;16.96
394;10;3.97;30.97;27.1;52.45
395;10;38.04;20.78;49.4;10.92
396;10;17.85;43.9;10.75;59.37
397;10;23.9;8.01;44.31;14.18
398;10;17.14;2.44;24.94;41.02
399;10;54.41;10.8;0.71;30.82
400;10;39.28;18.97;0.5;16.73
401;10;53.23;53.68;51.74;37.04
402;10;7.93;33.28;41.43;56.11
403;10;37.85;34.89;45.85;49.07
404;10;31.94;41.9;16.89;16.72
405;10;45.03;12.46;28.75;4.68
406;10;13.51;23.17;15.44;15.24
407;10;4.81;12.39;8.89;41.65
408;10;58.22;54.89;37.8;2.83
409;10;43.45;43.8;30.55;31.53
410;10;14.63;56.69;19.87;10.72
411;10;30.51;0.42;33.35;2.21
412;10;26.36;44.4;32.38;6.71
413;10;20.2;43.22;12.33;37.44
414;10;34.11;58.31;38.59;58.65
415;10;12.41;33.64;47.51;56.82
416;10;20.63;22.56;46.65;15.49
417;10;53.46;22.19;26.88;14.53
418;10;46.2;47.73;8.06;32.02
419;10;32.0;31.8;41.89;50.2
420;10;37.4;23.79;28.61;38.04
421;10;40.1;30.81;49.36;20.32
422;10;26.9;5.37;33.52;47.72
423;10;24.94;44.97;48.8;13.42
424;10;57.07;26.7;23.01;40.28
425;10;51.22;13.19;59.15;47.5
426;10;55.0;38.1;29.88;17.54
427;10;49.55;26.58;33.95;43.08
428;10;1.84;11.22;45.74;19.41
429;10;41.12;45.51;48.82;40.07
430;10;14.07;35.25;17.06;13.16
431;10;43.71;4.09;30.31;42.04
432;10;29.4;0.94;27.82;7.16
433;10;19.58;26.92;50.18;26.05
434;10;5.28;44.84;20.09;35.19
435;10;0.07;17.51;3.9;11.54
436;10;52.37;0.67;39.0;31.99
437;10;57.54;53.12;27.52;36.6
438;10;1.09;20.0;23.75;56.05
439;10;49.62;35.58;21.84;24.88
440;10;13.7;39.3;40.94;10.33
441;10;36.08;2.65;27.85;21.69
442;10;29.79;45.64;11.83;6.98
443;10;3.66;59.66;32.43;32.51
444;10;47.89;47.83;40.02;16.74
445;10;8.84;45.92;18.34;32.24
446;10;20.9;55.44;0.97;38.97
447;10;4.1;25.49;7.37;8.7
448;10;18.08;22.64;9.83;3.13
449;10;7.68;7.07;40.8;38.66
450;10;1.42;28.95;39.19;7.64
451;10;32.12;12.48;56.03;49.63
452;10;18.96;24.08;33.11;16.88
453;10;41.88;8.4;53.36;16.04
454;10;12.98;38.98;18.94;12.2
455;10;45.19;10.94;1.97;32.93
456;10;15.61;40.14;33.47;47.98
457;10;20.48;27.69;29.12;25.64
458;10;19.79;59.26;54.8;38.28
459;10;52.45;56.88;11.38;8.81
460;10;28.12;45.5;26.58;15.23
461;10;48.19;18.15;42.07;23.04
462;10;17.5;42.26;15.81;54.85
463;10;38.48;44.68;23.78;32.61
464;10;52.15;45.74;21.08;41.26
465;10;44.5;21.17;10.0;22.6
466;10;12.89;57.3;42.35;55.03
467;10;5.33;27.37;54.78;8.77
468;10;45.27;16.78;19.04;26.68
469;10;36.23;1.72;24.56;48.55
470;10;24.43;38.88;37.71;10.99
471;10;43.1;14.72;20.92;56.47
472;10;9.24;9.63;26.01;53.18
473;10;13.41;36.62;38.45;22.5
474;10;13.7;15.24;24.17;12.71
475;10;38.62;19.08;16.64;46.53
476;10;18.06;30.24;40.73;25.55
477;10;38.55;45.41;19.69;37.42
478;10;17.66;7.14;13.8;20.84
479;10;12.76;18.89;53.4;19.97
480;10;41.97;24.72;54.46;22.76
481;10;39.26;54.0;2.98;28.14
482;10;31.8;46.93;23.77;43.47
483;10;35.86;49.94;10.83;17.95
484;10;17.24;59.72;29.82;7.99
485;10;34.16;1.13;8.25;8.32
486;10;34.13;47.75;26.34;46.91
487;10;51.71;34.42;10.08;13.27
488;10;11.84;8.07;9.37;7.66
489;10;42.28;17.42;36.25;3.89
490;10;0.02;33.09;43.42;50.45
491;10;59.75;37.66;39.2;33.28
492;10;37.02;29.63;23.7;9.41
493;10;5.68;7.27;51.22;13.01
494;10;57.93;36.5;55.75;15.12
495;10;25.75;22.58;0.63;24.32
496;10;14.65;17.4;9.18;29.11
497;10;55.55;3.47;40.79;22.48
498;10;36.01;1.54;56.7;36.41
499;10;30.7;31.92;30.93;27.66
500;10;50.5;18.85;5.3;16.84
501;10;11.6;4.49;2.86;50.65
502;10;49.47;12.03;40.66;31.01
503;10;28.22;48.21;42.4;36.84
504;10;23.35;42.51;1.64;51.83
505;10;4.82;44.6;9.67;6.79
506;10;58.92;42.42;16.06;27.44
507;10;20.23;41.4;17.03;46.65
508;10;19.97;59.73;4.42;16.39
509;10;33.6;46.6;18.95;57.02
510;10;49.52;38.53;12.98;10.84
511;10;21.01;54.35;2.4;23.38
512;10;25.93;51.77;52.67;38.88
513;10;43.21;27.43;2.18;26.61
514;10;20.98;58.39;55.38;11.55
515;10;19.58;55.89;19.76;6.78
516;10;42.32;12.03;34.01;55.59
517;10;18.68;26.37;59.96;28.86
518;10;58.42;23.43;7.93;47.79
519;10;30.53;11.81;34.22;13.32
520;10;58.28;53.58;50.08;21.64
521;10;0.96;26.11;14.52;10.41
522;10;34.13;9.83;47.5;12.33
523;10;23.11;23.38;17.02;11.06
524;10;29.41;51.91;41.49;20.85
525;10;56.5;16.4;9.25;43.1
526;10;50.13;30.14;49.14;13.06
527;10;58.74;23.78;9.95;55.93
528;10;12.06;52.86;22.47;4.63
529;10;50.19;50.63;45.48;12.17
530;10;31.65;55.11;16.83;57.65
531;10;6.85;22.15;41.84;19.51
532;10;3.42;35.88;55.05;29.82
533;10;31.6;24.93;46.23;51.16
534;10;1.41;5.77;28.69;12.08
535;10;9.11;25.4;47.16;18.34
536;10;57.57;22.45;52.96;5.48
537;10;4.65;50.19;57.14;13.08
538;10;44.79;45.75;26.88;43.26
539;10;41.98;27.83;56.78;14.67
540;10;47.25;19.76;44.98;58.8
541;10;10.61;6.69;14.52;48.22
542;10;55.88;3.82;22.14;15.59
543;10;47.65;38.36;30.77;58.66
544;10;1.64;9.64;28.06;49.8
545;10;14.44;51.52;10.5;38.37
546;10;14.35;56.66;22.81;31.47
547;10;3.32;55.56;23.37;2.16
548;10;29.87;12.68;39.94;5.17
549;10;44.54;8.75;5.22;17.52
550;10;43.2;1.91;18.64;45.87
551;10;18.87;20.47;50.03;33.9
552;10;40.47;17.62;1.45;1.05
553;10;15.79;12.25;36.25;49.08
554;10;37.35;31.36;49.02;24.8
555;10;12.84;17.01;46.56;26.19
556;10;6.68;45.98;18.33;4.76
557;10;46.02;31.36;55.0;9.58
558;10;33.14;34.48;25.96;17.84
559;10;16.82;30.29;10.43;3.09
560;10;27.54;21.9;32.78;5.53
561;10;35.78;49.2;20.36;28.83
562;10;28.62;42.15;1.65;54.62
563;10;58.15;12.5;54.12;20.09
564;10;34.94;17.23;54.52;44.26
565;10;41.53;23.77;39.33;56.55
566;10;4.75;40.55;10.55;15.24
567;10;11.04;46.68;40.65;25.24
568;10;16.44;1.84;41.51;52.2
569;10;32.1;21.75;44.85;25.58
570;10;57.43;25.41;56.21;44.81
571;10;45.99;38.09;31.12;31.82
572;10;4.06;29.18;0.24;8.65
573;10;18.63;15.08;0.67;41.43
574;10;10.43;26.38;32.6;41.77
575;10;27.6;43.42;14.48;32.42
576;10;38.77;47.07;35.68;27.62
577;10;47.78;30.21;3.4;28.44
578;10;39.12;11.72;30.1;50.41
579;10;50.74;7.66;29.32;44.55
580;10;21.02;23.72;20.82;43.54
581;10;28.28;20.11;11.62;2.37
582;10;55.1;3.19;36.1;27.22
583;10;45.07;18.77;47.77;17.74
584;10;16.99;58.99;55.76;25.85
585;10;20.95;29.08;12.09;39.44
586;10;41.69;11.15;20.17;31.29
587;10;37.9;30.02;11.61;52.11
588;10;30.76;30.86;6.53;32.65
589;10;1.98;20.18;53.13;31.95
590;10;50.28;59.93;13.9;28.67
591;10;25.49;40.09;50.34;58.41
592;10;52.32;7.18;13.41;13.33
593;10;29.6;55.47;55.04;40.29
594;10;7.48;33.43;35.28;0.76
595;10;22.6;40.96;11.48;29.58
596;10;51.48;12.64;18.91;50.15
597;10;4.11;18.99;27.68;11.47
598;10;23.24;30.94;7.76;26.62
599;10;20.45;3.41;12.92;53.76
600;10;7.57;20.93;25.34;48.83
601;10;11.29;52.4;5.13;34.17
602;10;29.73;3.19;3.86;9.29
603;10;3.07;50.39;7.41;38.8
604;10;5.07;22.18;32.02;48.1
605;10;19.13;53.46;27.47;20.19
606;10;41.12;18.67;3.42;36.12
607;10;51.98;8.02;9.11;18.25
608;10;5.06;15.66;42.07;38.29
609;10;37.93;7.15;19.66;42.49
610;10;44.23;50.14;36.47;23.08
611;10;29.19;44.4;52.33;48.87
612;10;42.49;17.59;48.81;38.83
613;10;53.81;39.57;17.57;39.63
614;10;30.02;31.41;20.67;52.97
615;10;8.63;26.08;32.29;29.53
616;10;39.44;54.39;31.79;44.78
617;10;5.5;44.58;51.04;56.72
618;10;15.94;34.33;43.38;57.77
619;10;45.92;22.35;58.05;11.72
620;10;44.08;50.94;52.39;52.35
621;10;14.53;53.16;14.14;32.86
622;10;29.15;56.03;38.36;14.82
623;10;36.44;7.18;27.54;11.44
624;10;25.61;4.24;59.11;13.37
625;10;58.81;55.5;32.47;5.09
626;10;20.6;46.35;27.06;27.08
627;10;51.85;48.96;14.67;12.62
628;10;34.99;52.23;32.36;48.76
629;10;19.48;25.83;37.61;38.75
630;10;39.95;25.62;54.52;17.36
631;10;44.9;57.95;58.6;12.04
632;10;41.56;47.85;18.93;51.02
633;10;11.25;59.99;18.65;34.42
634;10;41.37;22.52;29.84;26.47
635;10;32.66;21.43;45.06;15.69
636;10;15.51;48.35;26.09;25.64
637;10;5.93;55.74;20.85;41.27
638;10;10.2;42.28;41.37;5.46
639;10;8.01;36.65;9.81;16.65
640;10;46.24;9.86;45.21;1.54
641;10;39.52;45.77;41.41;26.9
642;10;20.44;35.12;36.37;31.75
643;10;29.63;51.47;54.24;44.45
644;10;46.48;37.08;55.07;20.46
645;10;12.46;13.47;32.34;33.74
646;10;13.14;14.82;35.41;19.32
647;10;40.22;2.75;23.01;15.88
648;10;32.44;18.38;34.76;55.41
649;10;13.4;1.47;40.44;31.83
650;10;45.64;57.63;11.26;32.79
651;10;43.16;22.46;53.86;17.35
652;10;49.63;55.99;16.17;7.99
653;10;56.22;2.84;34.39;38.15
654;10;21.62;31.41;2.47;35.62
655;10;7.47;21.53;49.49;28.64
656;10;14.68;41.48;26.11;54.77
657;10;40.47;25.06;48.96;52.43
658;10;12.09;44.91;11.56;2.14
659;10;11.21;1.47;21.59;18.26
660;10;42.96;26.47;8.0;52.67
661;10;25.17;56.76;16.31;19.4
662;10;57.17;27.4;17.75;3.69
663;10;53.14;43.65;16.93;20.16
664;10;32.05;38.59;53.26;13.25
665;10;5.88;27.12;34.41;27.6
666;10;18.78;28.44;14.39;58.67
667;10;42.84;6.41;15.6;42.05
668;10;31.11;32.64;12.19;56.05
669;10;5.31;28.08;22.57;54.59
670;10;54.17;7.95;40.91;16.63
671;10;59.1;39.78;11.34;15.07
672;10;46.09;7.02;14.54;50.9
673;10;27.07;49.22;54.1;8.72
674;10;0.25;46.49;59.47;46.27
675;10;6.71;28.08;3.97;55.08
676;10;30.75;15.35;9.69;59.18
677;10;22.97;35.42;16.03;37.3
678;10;38.93;45.77;6.11;17.51
679;10;21.65;30.14;53.96;45.34
680;10;33.66;43.4;36.37;44.12
681;10;23.54;57.23;5.96;51.38
682;10;33.14;29.4;46.65;27.46
683;10;34.54;7.3;9.1;10.74
684;10;50.91;21.15;52.08;20.01
685;10;42.01;24.0;56.06;56.86
686;10;23.85;53.87;47.06;0.46
687;10;22.56;9.13;13.23;53.42
688;10;34.83;0.18;12.08;10.5
689;10;21.58;49.7;54.14;2.21
690;10;57.86;59.76;28.53;12.04
691;10;19.64;6.92;27.19;59.98
692;10;28.4;46.22;47.93;25.77
693;10;36.09;1.5;11.79;12.63
694;10;36.51;53.21;17.1;46.88
695;10;35.05;4.88;11.72;50.14
696;10;35.72;57.02;55.75;28.78
697;10;54.03;1.14;49.76;20.65
